Name,Type,%Vbur,Bite angle,P1–M (Å),P2–M (Å),Avg. P–M (Å),Metal center
BUKGIY,PC2P,0.4910256708907939,82.2694546520468,2.2983824746982395,2.297052894471523,2.297717684584881,Ru
CADGAS,PC2P,0.4873101472232575,84.42196038432692,2.2724913641200044,2.346110398084455,2.3093008811022298,Pd
CADGEW,PC2P,0.5213846440551622,83.63024756328906,2.2722717707175786,2.248901064964842,2.2605864178412105,Pd
CADGOG,PC2P,0.4963135948565039,85.81625269010176,2.221740083808185,2.3384501277555607,2.280095105781873,Pd
CAKFOL,PC2P,0.4751269567648155,82.56745328426746,2.261466338462724,2.273453980180817,2.2674601593217707,Ru
CAKFUR,PC2P,0.468173453224003,82.73574753312911,2.277723424825762,2.272704556250108,2.2752139905379347,Ru
CASPAO,PC2P,0.4981480618710399,83.77515824791186,2.3019778452452577,2.2942630625104874,2.298120453877873,Ru
CAWLIV,PC2P,0.4075778046962355,84.58264045017286,2.3045120958675827,2.3039694008384752,2.304240748353029,Pd
CAYNEY,PC2P,0.4091851472232575,80.32123153981055,2.410246667874472,2.4445304252555333,2.4273885465650027,Ru
CIFJOR,PC2P,0.5188338613492359,84.38033784358018,2.244970823863864,2.244044117213384,2.244507470538624,Pd
CIFRAM,PC2P,0.5536363212821469,84.83063764192029,2.234766430748413,2.239708463171044,2.2372374469597283,Rh
CIHVOF,PC2P,0.4008980152814014,85.13336573508592,2.34013632081552,2.335870287494578,2.338003304155049,Pd
CIJBIH,PC2P,0.5401602683563176,86.26828964378386,2.221021836903005,2.343472210204337,2.282247023553671,Pd
CIXQIJ,PC2P,0.4926446608274319,85.09988536321956,2.2779815626997517,2.279256896446734,2.2786192295732426,Pd
CIXQOP,PC2P,0.5068137346254193,84.94086950501622,2.2695228573424857,2.2582442294844904,2.2638835434134883,Pd
COFFOT,PC2P,0.468179276928811,86.70925028140864,2.356940601712313,2.236481611817991,2.296711106765152,Rh
COTPIM,PC2P,0.4629146477823332,82.50640912877071,2.3014751790970926,2.306079140012328,2.30377715955471,Ru
COVLIL,PC2P,0.4807934215430488,83.75667408008728,2.249386360765976,2.2716324526648237,2.2605094067154,Ru
CUBNAP,PC2P,0.4648539414834141,84.32075105289508,2.286126855622846,2.2796697129189574,2.2828982842709014,Ru
CUNMED,PC2P,0.4553380078270592,82.4589617689075,2.3405181050357204,2.280713484855123,2.310615794945422,Ru
CUQNIM,PC2P,0.4936288669399925,83.82061193874482,2.2827003745564154,2.263926898113099,2.273313636334757,Ru
CURHIH,PC2P,0.5537644427879239,86.29714135415924,2.2298811627528496,2.2488861687511,2.2393836657519746,Pd
CUVKAI,PC2P,0.4728557118896757,86.0835565799552,2.3296907520098022,2.293471822368873,2.311581287189337,Pd
CUZGOW,PC2P,0.5254495900111815,84.85466581040217,2.250199546706913,2.2504199608073154,2.250309753757114,Pd
DABQUU,PC2P,0.5419015560939248,86.47169599916352,2.272181990950549,2.285735986504128,2.2789589887273385,Pd
DACFIY,PC2P,0.5019392937010809,85.67064834792708,2.2826208620793764,2.296400226441376,2.2895105442603763,Pd
DAFSOU,PC2P,0.4736535594483786,83.9039903702891,2.2793801789082924,2.295206744500372,2.287293461704332,Ru
DAGBIY,PC2P,0.5364680395080135,85.35414364727738,2.243191030652539,2.239434080297967,2.241312555475253,Pd
DAKGUU,PC2P,0.599497996645546,85.64809645086672,2.23951534935575,2.2107523606229624,2.225133854989356,Rh
DAVVAY,PC2P,0.5822015933656355,83.95990620175543,2.234046776591752,2.2369345095464905,2.235490643069121,Pd
DEDBOF,PC2P,0.4830530190085725,84.04471343662925,2.2774523046597483,2.2862366456690357,2.281844475164392,Ru
DEDBUL,PC2P,0.4708698285501304,84.50496693451004,2.289746274153536,2.269077565884428,2.279411920018982,Ru
DEDCIA,PC2P,0.4829423686172195,84.03776044983785,2.283203232303248,2.27480922277012,2.279006227536684,Ru
DEJTIX,PC2P,0.4998544073797987,83.97121827679953,2.226569558760741,2.218888460468439,2.22272900961459,Rh
DEJTUJ,PC2P,0.5103720182631383,83.93417883324595,2.2179436422055456,2.211184750309207,2.2145641962573763,Rh
DEKSUI,PC2P,0.4498637253074916,82.62725638690732,2.3281404596802155,2.3119275507679733,2.320034005224094,Ru
DIFQIU,PC2P,0.5072155702571748,85.46363372019367,2.271645438883454,2.2719383794460644,2.271791909164759,Pd
DILSUM,PC2P,0.44945024226612,81.67615270898138,2.2948999978212563,2.312883265536763,2.3038916316790097,Ru
DILVUP,PC2P,0.4763907007081625,83.37603112351837,2.266455823527121,2.277761181511354,2.272108502519237,Ru
DILWAW,PC2P,0.4637998509131569,82.93098874872476,2.2867140179742638,2.273576477710834,2.2801452478425484,Ru
DILWEA,PC2P,0.4815679742825196,84.47795717901235,2.235180082230513,2.2419426843699632,2.238561383300238,Ru
DOBPOZ,PC2P,0.4878633991800223,83.57782756769765,2.3076158692468733,2.312625131749631,2.310120500498252,Ru
DOQBEQ,PC2P,0.4634038389862094,83.42272559894698,2.310724994455203,2.3085852810758363,2.30965513776552,Ru
DOWSOY,PC2P,0.5334979500559076,83.31762399624735,2.233516733763148,2.2790864397823967,2.2563015867727723,Rh
DOYQUD,PC2P,0.4124173033917256,82.1232076467503,2.3861209105994603,2.329554893107265,2.3578379018533626,Ru
DOYRAK,PC2P,0.4176004006708907,81.82927123584523,2.383657064260713,2.3238326101507387,2.353744837205726,Ru
DPEPDC,PC2P,0.5273073518449497,85.83765836752096,2.2328087692411094,2.227081049266056,2.229944909253583,Pd
DUBREY,PC2P,0.4820455180767797,86.46639624174708,2.2322000358390817,2.247482591701212,2.2398413137701465,Pd
DUFYIO,PC2P,0.4935298639582557,85.90363515027374,2.3041208735654477,2.3131307788363373,2.3086258262008923,Pd
DUFYOU,PC2P,0.5188979221021245,84.75091133424027,2.309492151967614,2.300084781046125,2.30478846650687,Pd
DULMUV,PC2P,0.4486815132314573,81.96783273260527,2.339716649511218,2.299817601463212,2.319767125487215,Ru
DUQLUX,PC2P,0.4827094204248975,84.1097325021824,2.3162148000563336,2.32150231531222,2.318858557684277,Pd
DUQNIO,PC2P,0.5371552366753634,84.82217813051744,2.2338178081481943,2.229146473428788,2.231482140788491,Pd
DUQVAO,PC2P,0.4606375792023854,84.78077704701703,2.2917648221403524,2.2815332563870285,2.2866490392636907,Ru
DUQVES,PC2P,0.4847360696980991,83.71216072913768,2.265727476992765,2.2733301564005166,2.2695288166966407,Ru
DUTNUD,PC2P,0.5260319604919865,85.22440926713902,2.246284932950404,2.265047460871406,2.255666196910905,Pd
DUTPAL,PC2P,0.5022304789414834,85.61358397995505,2.272649115019737,2.260499723512479,2.2665744192661084,Pd
DUYYOO,PC2P,0.4724655236675363,82.5605509584561,2.2866676627791813,2.2687710329603554,2.2777193478697684,Ru
EFAJOL,PC2P,0.5386577525158405,82.5674492668301,2.216919258791352,2.2763257675473443,2.246622513169348,Rh
EFEGUS,PC2P,0.5055441669772642,85.42672360823416,2.1931242554857677,2.251888318722756,2.2225062871042613,Pd
EGAXUG,PC2P,0.4429335165859113,85.08129973071307,2.3074091531412457,2.3195363760889807,2.3134727646151134,Ru
EHAMAC,PC2P,0.5332999440924339,85.86353338990368,2.227399829397497,2.2380708210420868,2.232735325219792,Pd
EJUFOF,PC2P,0.4332894614237793,85.49173488958944,2.247819832637839,2.24086724283256,2.2443435377351992,Pd
EJUFUL,PC2P,0.4263126630637346,87.31544405960574,2.277376560869985,2.2756842926908822,2.2765304267804334,Pd
ELUDAS,PC2P,0.4953934494968319,83.64118256898546,2.302761385814865,2.311283193379816,2.3070222895973407,Pd
EMEDIL,PC2P,0.4740262765560939,83.39051282139759,2.272264289205814,2.267649223314752,2.269956756260283,Ru
EMEDOR,PC2P,0.4733157845695117,84.44850328188706,2.260374747691188,2.291517837591494,2.275946292641341,Ru
EMEDUX,PC2P,0.4713066064107342,83.58962193948398,2.272014304532434,2.2612708816061824,2.2666425930693084,Ru
EMEFAF,PC2P,0.4680511554230339,83.17372030802318,2.277699936339289,2.2752188905685538,2.2764594134539213,Ru
EMISOL,PC2P,0.4783358181140514,83.89863643680732,2.3291331005333293,2.302900128099349,2.3160166143163394,Ru
EMISUR,PC2P,0.4956147502795378,83.49185878891255,2.2826810990587365,2.246334124746361,2.2645076119025487,Ru
EMITAY,PC2P,0.4861861721953037,84.71827184531051,2.310131165107297,2.3211301126821824,2.3156306388947394,Ru
EMITEC,PC2P,0.484264349608647,85.32122413480126,2.3033212976048305,2.307000216731676,2.3051607571682533,Ru
EMITIG,PC2P,0.483460678345136,84.74919590779463,2.3198127079572606,2.328993130088623,2.324402919022942,Ru
EMOWUY,PC2P,0.5231201080879613,86.54619035244579,2.282294240451919,2.431797277735132,2.3570457590935256,Rh
ENUMEG,PC2P,0.4602765095042862,83.25720572393097,2.296675205596124,2.3205471337596224,2.308611169677873,Ru
ENUMIK,PC2P,0.4546100447260529,84.06936761324334,2.313734859485849,2.296094292488877,2.304914575987363,Ru
EPOMAA,PC2P,0.5714393868803578,85.80485567096038,2.2006103698746853,2.1915268649961828,2.196068617435434,Rh
EPOMUU,PC2P,0.5805767797241893,85.8776844232842,2.2058760164614872,2.2264981473156453,2.2161870818885663,Rh
EPONAB,PC2P,0.5788238445769661,84.99094022451266,2.2628623466751123,2.292058027188667,2.2774601869318896,Rh
EPONEF,PC2P,0.5720858181140515,85.38557428680512,2.231796137643401,2.23743826730482,2.2346172024741104,Rh
EPONIJ,PC2P,0.5841350633619083,85.68327517702456,2.196456692038338,2.1958802335282304,2.1961684627832843,Rh
EPONOP,PC2P,0.5619409243384271,84.95950423738854,2.2759318970478883,2.2692652996069014,2.272598598327395,Rh
EPONUV,PC2P,0.573873695490123,84.91747234932113,2.2868900279637416,2.262789429001294,2.274839728482518,Rh
EPOPAD,PC2P,0.5695525065225494,85.0187844382814,2.281380941447525,2.271039629773113,2.2762102856103192,Rh
EPOPEH,PC2P,0.6179766120014909,85.74731226266351,2.1866821899855498,2.184898166963395,2.1857901784744724,Rh
EQIKIA,PC2P,0.4782484625419306,85.02460984603465,2.247836737843743,2.2749213173206675,2.261379027582205,Rh
EQIKOG,PC2P,0.4943684774506149,82.93199011736527,2.2747606467494546,2.347224105193196,2.310992375971325,Rh
EQOKED,PC2P,0.4696410268356317,83.29176421225021,2.3127429602098037,2.2968572006113037,2.304800080410553,Ru
EQOKON,PC2P,0.4821095788296682,84.41488126465156,2.2683308841524865,2.272259448214485,2.2702951661834856,Ru
EQOKUT,PC2P,0.4773923779351472,84.60532616302311,2.319964008341509,2.294721333844264,2.3073426710928864,Ru
EQONIK,PC2P,0.4760179836004473,82.03634263427469,2.2912782458706324,2.315537950455573,2.3034080981631027,Ru
EQONOQ,PC2P,0.4746377655609392,82.17230112716271,2.2976590260523864,2.2959616721539584,2.2968103491031724,Ru
ERECOU,PC2P,0.4814049105478941,83.91071788838276,2.2959030902893094,2.2898482482470324,2.292875669268171,Rh
EROQUA,PC2P,0.5288972232575475,88.3579484111675,2.338659017471337,2.287460163587554,2.3130595905294458,Pd
ESEBAG,PC2P,0.5569965989563921,84.15900994449443,2.340395265761747,2.275073185636016,2.3077342256988818,Rh
ESEBEK,PC2P,0.5807864330972792,87.35637333214669,2.174971723954129,2.177754118352208,2.176362921153168,Rh
ESEBIO,PC2P,0.514134131569139,85.5532800099874,2.3002356401029886,2.334672782211673,2.3174542111573317,Rh
ETAMAN,PC2P,0.3999487513976891,85.8751135956547,2.331412876347731,2.3319067305533463,2.3316598034505387,Pd
EWALOD,PC2P,0.5555348490495714,86.66735469617728,2.319961422093048,2.2316381875205487,2.275799804806798,Pd
EWALUJ,PC2P,0.5817415206857994,86.29264404910967,2.3146947962960467,2.2152327191516465,2.2649637577238466,Pd
EWAWUV,PC2P,0.5253738818486768,84.76549180370824,2.2126780154374024,2.3270272881941034,2.2698526518157527,Pd
EYEBEQ,PC2P,0.46806280283265,84.39082209569462,2.2859006977557,2.2880443614580552,2.286972529606878,Ru
EYEBIU,PC2P,0.4705320536712635,80.57571494879747,2.2618890335292745,2.284968271114502,2.273428652321888,Ru
EYEBUG,PC2P,0.4690819511740589,82.5694633071069,2.2639474375523823,2.282683946585685,2.2733156920690334,Ru
FAFFEB,PC2P,0.5262532612746925,86.15594181460055,2.274250206111896,2.5430458116203893,2.408648008866143,Pd
FAFFIF,PC2P,0.5323739750279538,86.52522394698701,2.35705939679084,2.349843824597712,2.3534516106942758,Pd
FAJKIK,PC2P,0.4842061125605665,85.23059680892186,2.2389292083493846,2.328245906256468,2.2835875573029263,Pd
FANPUH,PC2P,0.4446689806187104,83.3157652596547,2.413379373409825,2.385522374659269,2.399450874034547,Ru
FAWHOA,PC2P,0.4437604826686545,83.23010210190594,2.283417395046293,2.319001940490779,2.3012096677685365,Ru
FEBMEE,PC2P,0.5020091781587774,85.88120255435388,2.237372342727066,2.231818541010894,2.23459544186898,Pd
FEHMOW,PC2P,0.4278908870667163,85.1221946748959,2.244413954688395,2.2843445449406268,2.264379249814511,Pd
FIBCAW,PC2P,0.4649238259411107,85.22219940655765,2.281208013312245,2.288251297388466,2.284729655350356,Ru
FIGPAN,PC2P,0.4638872064852776,85.02480494283307,2.2791061844503866,2.279106184450386,2.279106184450386,Pd
FIGYAW,PC2P,0.5479756802087216,86.57403749331547,2.375972642940149,2.3761940156477124,2.376083329293931,Ru
FIGYIE,PC2P,0.5808796123742079,86.71430853563055,2.325872524451845,2.3658524890618176,2.3458625067568315,Ru
FIGYOK,PC2P,0.54481340849795,86.24385951170883,2.3793087231378776,2.3825440184810858,2.380926370809481,Ru
FIGYUQ,PC2P,0.5384364517331346,86.83030151502545,2.3742841026296757,2.38295488836864,2.3786194954991577,Ru
FIGZAX,PC2P,0.5579167443160641,86.29262191851706,2.3684944585115653,2.3600646177594373,2.3642795381355013,Ru
FIGZEB,PC2P,0.5885377841967946,86.80367157374887,2.365328095634937,2.3492541369549613,2.3572911162949493,Ru
FIGZIF,PC2P,0.5454190737979874,85.76512070550343,2.382440765265739,2.395356340922995,2.388898553094367,Ru
FIGZOL,PC2P,0.5357575475214312,85.40677767749068,2.4452625625891384,2.4479072694855084,2.4465849160373234,Ru
FIHSOG,PC2P,0.4774972046216921,82.70042656023863,2.2988773347005704,2.285967847542917,2.292422591121744,Ru
FIHSUM,PC2P,0.4837751584047707,82.58506913059863,2.2794685784191016,2.2755671820449512,2.2775178802320264,Ru
FIRDEQ,PC2P,0.4803158777487886,84.54991869053659,2.2853905574321427,2.282706726673402,2.284048642052772,Ru
FIRDIU,PC2P,0.4723374021617592,83.03126103737007,2.263048607520396,2.2779563209157456,2.2705024642180707,Ru
FIRZOV,PC2P,0.4922894148341409,83.32468142477559,2.24359800320824,2.2522038096051618,2.247900906406701,Ru
FIZGED,PC2P,0.4516283078643309,85.32346901446515,2.363782138861364,2.271307993205677,2.3175450660335204,Ru
FODFOT,PC2P,0.4874615635482668,84.89451403347208,2.3167654175595764,2.252966488876388,2.2848659532179822,Pd
FOLMUP,PC2P,0.4716502049944092,82.98809183165231,2.322153526362975,2.3318535545784176,2.327003540470696,Ru
FOLNAW,PC2P,0.4681676295191949,83.04770190435718,2.318829230452299,2.331205696629965,2.325017463541132,Ru
FOQQAD,PC2P,0.5121831904584421,85.19187549269594,2.297964969271726,2.263424396793496,2.280694683032611,Pd
FUNRIQ,PC2P,0.519410408125233,86.73218859085517,2.3372674215844453,2.202037465621327,2.269652443602886,Pd
FUNROW,PC2P,0.518041837495341,86.73948720371472,2.3380130453015013,2.2071599398321813,2.272586492566841,Pd
FUNRUC,PC2P,0.5271559355199403,85.0829726486122,2.249201858437788,2.2372022706943597,2.243202064566073,Pd
FUTLEO,PC2P,0.5053578084234066,85.83802112268005,2.288019667747636,2.280276737591295,2.2841482026694653,Pd
FUTNIU,PC2P,0.4966571934401789,86.00047433487626,2.3611183790737806,2.271043152386145,2.316080765729963,Pd
FUTYUO,PC2P,0.5948099142750652,88.22268732312867,2.2690658870998,2.2189116701662552,2.2439887786330277,Rh
FUVPER,PC2P,0.4711901323145732,85.14058948752897,2.2700982357598534,2.2484892705992614,2.2592937531795574,Ru
GAFCAT,PC2P,0.4988469064480059,85.60594869632281,2.274988791181177,2.256461832161137,2.265725311671157,Pd
GANGAE,PC2P,0.6253960119269475,85.12099040066867,2.2507520965224046,2.24730349530276,2.2490277959125824,Pd
GASGEO,PC2P,0.556990775251584,86.93909623166728,2.3098965344794125,2.332641635571139,2.321269085025276,Pd
GASGIS,PC2P,0.5616439153932166,87.30590773679263,2.3126238345221646,2.293072611148631,2.3028482228353977,Pd
GAZBUE,PC2P,0.4840488725307492,82.87421471657746,2.324479296530731,2.304285138605897,2.3143822175683137,Ru
GAZCEP,PC2P,0.4568579947819605,83.35795645772562,2.2976557618581595,2.302292335912188,2.299974048885174,Ru
GAZDIU,PC2P,0.4601425642937011,82.79387118392124,2.350339762672623,2.358903558859497,2.35462166076606,Ru
GEBDOI,PC2P,0.5148853894893776,84.9683656469532,2.3400301280111773,2.2222135360941366,2.2811218320526567,Pd
GETKEX,PC2P,0.4732517238166231,84.58313535454245,2.273177071853401,2.305194785695994,2.289185928774697,Ru
GETKIB,PC2P,0.4913401509504286,83.75089996454352,2.2589612657148432,2.262740373971349,2.260850819843096,Ru
GETLAU,PC2P,0.4590593551994036,82.59102949380996,2.29427679236835,2.307802634542216,2.301039713455283,Ru
GETLIC,PC2P,0.4564736302646291,82.80328035777686,2.3244958593208978,2.365282435566629,2.344889147443763,Ru
GICPUE,PC2P,0.5253971766679091,84.6045087008321,2.280622064262292,2.2887911656592883,2.28470661496079,Pd
GILZOQ,PC2P,0.5012113306000745,84.59795094889755,2.2668063437356087,2.265015673234956,2.2659110084852823,Pd
GIQBOX,PC2P,0.4962786526276556,83.00936759224336,2.3448313372180944,2.3800264704410323,2.362428903829564,Rh
GIQJIZ,PC2P,0.4966630171449869,86.73349940832064,2.297511262213963,2.310482633563819,2.303996947888891,Pd
GOBGOU,PC2P,0.4726460585165859,83.61830409952864,2.2746527207466203,2.258667306178579,2.2666600134626,Ru
GOBGUA,PC2P,0.4693032519567648,81.15795564789957,2.2614838049386954,2.259747994799421,2.260615899869058,Ru
GOHCIS,PC2P,0.4862385855385762,83.39467187555536,2.2876909756346038,2.2937996861103627,2.290745330872483,Ru
GOHCOY,PC2P,0.479896571002609,84.14113641355863,2.278641261804938,2.282790835797271,2.2807160488011045,Ru
GOHCUE,PC2P,0.4910081997763697,85.2165116140268,2.280852033780359,2.270930426058888,2.2758912299196234,Ru
GOHDAL,PC2P,0.4839789880730525,84.27923438962183,2.284855794136689,2.2848557941366887,2.284855794136689,Ru
GOHGUH,PC2P,0.5137206485277674,85.5168958186059,2.242139603146958,2.2377410484682985,2.2399403258076283,Pd
GOMSAF,PC2P,0.4738399180022363,84.18497900952646,2.28814466325886,2.281534132990344,2.284839398124602,Ru
GOMSEJ,PC2P,0.4782834047707789,84.55659484923773,2.2875473765585697,2.2855734510183656,2.286560413788468,Ru
GOMSIN,PC2P,0.4741136321282146,84.203191029756,2.2771078147509813,2.2948050026091544,2.285956408680068,Ru
GOMSOT,PC2P,0.4842061125605665,83.07618640076701,2.2645425586638908,2.273367106298496,2.268954832481193,Ru
GOTVOA,PC2P,0.4749755404398061,81.98802400075398,2.361261527234965,2.363493389032429,2.3623774581336967,Ru
GUDBUC,PC2P,0.465535314945956,85.03541690998516,2.335475540441389,2.334117820505212,2.3347966804733007,Ru
GUDVOQ,PC2P,0.4504693906075289,84.29270429751865,2.3242420269842814,2.418377348554191,2.3713096877692363,Ru
GUDVUW,PC2P,0.4664146943719717,84.7576739999675,2.329427826742009,2.298382909786792,2.3139053682644004,Ru
GUDWAD,PC2P,0.4986663715989564,85.44246799827492,2.287078922993258,2.2651386271043106,2.276108775048784,Ru
GUKDAT,PC2P,0.485528093551994,84.58053651766491,2.315165004918656,2.319833399190554,2.317499202054605,Pd
GUKMEG,PC2P,0.4868034849049571,82.89691104046378,2.233115312741373,2.285266724039012,2.2591910183901924,Rh
GUNHEC,PC2P,0.4761286339918002,84.83250119878105,2.2752364712266733,2.2687254130899133,2.2719809421582933,Ru
GUNHIG,PC2P,0.4715803205367126,84.89094080598643,2.2729593045191105,2.294775588156716,2.283867446337913,Ru
GUYJEQ,PC2P,0.4173441576593366,71.62413176434879,2.291536384175473,2.2801491179306668,2.28584275105307,Rh
HACVOW,PC2P,0.4818416884084979,83.47651626114015,2.2763701368626323,2.2827095741683827,2.2795398555155075,Ru
HAKGOP,PC2P,0.6037318300409988,87.48764792688787,2.2740336409121125,2.3244881156934314,2.299260878302772,Pd
HAKMAK,PC2P,0.5214545285128588,86.07145501166083,2.2721104726663275,2.24502739404222,2.2585689333542738,Pd
HALHOS,PC2P,0.4752259597465523,83.63887427962922,2.3065276933087104,2.3072739325879787,2.306900812948345,Ru
HARNIX,PC2P,0.4117126351099515,86.88845817333414,2.2773093773135,2.2732615335680144,2.275285455440757,Pd
HARNOD,PC2P,0.4099655236675363,86.10362217478023,2.2641453133577807,2.2689087685493217,2.266527040953551,Pd
HASWED,PC2P,0.5106224375698845,86.06041625705187,2.2647765894233363,2.3834894587557964,2.3241330240895666,Pd
HATTEB,PC2P,0.5684227077897875,87.08236112199862,2.231605923992854,2.2334784529965805,2.232542188494717,Pd
HEDXEU,PC2P,0.4680220368989937,83.51957420778413,2.3144556595450254,2.315252254075137,2.314853956810081,Ru
HEDXIA,PC2P,0.5078270592620201,83.78355990954584,2.2028622290102486,2.2277134016744617,2.2152878153423554,Rh
HEGZUO,PC2P,0.5334164181885949,86.27005792384749,2.2445117509159984,2.253461781348865,2.248986766132432,Pd
HEPWUV,PC2P,0.4868908404770779,82.88538646140458,2.277573489483929,2.251326719958701,2.2644501047213152,Ru
HEQHOA,PC2P,0.499895173313455,84.90524084731123,2.255764837034216,2.360224141898392,2.307994489466304,Pd
HEQHUG,PC2P,0.5009783824077525,85.26994960778677,2.255021951112672,2.3478767003401173,2.3014493257263946,Pd
HERBAI,PC2P,0.4910722605292583,86.12218326058778,2.280425618168678,2.2866379249894377,2.283531771579058,Pd
HERBEM,PC2P,0.503098210957883,84.99604013198615,2.27209814928845,2.2774727221198487,2.2747854357041497,Pd
HIBWAR,PC2P,0.4753191390234811,84.76605912442544,2.2670269076479874,2.2623512105771733,2.2646890591125803,Ru
HICQAM,PC2P,0.5173255218039507,85.8540674470183,2.274675801075837,2.2646379401573227,2.26965687061658,Pd
HICQIU,PC2P,0.5283032053671264,86.14487180759075,2.2784856813243306,2.271470228728521,2.2749779550264257,Pd
HICQOA,PC2P,0.5156424711144242,85.37375790529302,2.2735683407366487,2.2785736766670497,2.276071008701849,Pd
HICRAN,PC2P,0.5120026556093925,85.80687755529772,2.273746028033915,2.265567037189587,2.2696565326117506,Pd
HICRIV,PC2P,0.5147339731643682,86.00854303472656,2.29213197700307,2.2944014470009386,2.293266712002004,Pd
HICROB,PC2P,0.506312896011927,85.8561362758227,2.2934883910759183,2.282920278940989,2.2882043350084533,Pd
HIRWOU,PC2P,0.5140409522922103,84.67000801313772,2.254405021286104,2.27238421047146,2.2633946158787817,Pd
HIZQAI,PC2P,0.4995282799105479,85.419489685441,2.260026769752961,2.286650170008522,2.2733384698807417,Pd
HIZTAL,PC2P,0.4561591502049944,83.46896838008244,2.408925279040427,2.4103454109318028,2.409635344986115,Ru
HOGNUN,PC2P,0.4730828363771897,82.85491683864441,2.3174567957137846,2.3443116260429187,2.3308842108783514,Ru
HOHHER,PC2P,0.5237548919120387,82.27049583381684,2.252361871458491,2.2641214631728577,2.2582416673156747,Ru
HOHHIV,PC2P,0.4863201174058889,82.14382734877005,2.25582047158013,2.238911119272045,2.247365795426087,Ru
HOHHOB,PC2P,0.537108647036899,83.83332139725691,2.1971720460628474,2.191432408266337,2.1943022271645924,Ru
HOKSIL,PC2P,0.4987653745806932,85.12468834647905,2.282981165055901,2.263166145027802,2.273073655041851,Pd
HOKVOV,PC2P,0.5583185799478196,85.59109458892759,2.2720341106594333,2.271545949348152,2.2717900300037925,Rh
HOKVUB,PC2P,0.6108134550875886,85.56205754325944,2.192233108043029,2.192233108043029,2.192233108043029,Rh
HOKWAI,PC2P,0.601565411852404,85.45774442921302,2.182934950931887,2.192305407556165,2.1876201792440257,Rh
HOKWEM,PC2P,0.5733146198285501,85.27289616879945,2.223524679422292,2.2402734208127364,2.231899050117514,Rh
HOLYIR,PC2P,0.4083756522549385,85.92960784183357,2.3060264525802823,2.3152323857444643,2.3106294191623733,Pd
HOLYUD,PC2P,0.398784010436079,84.94057701776627,2.34078832874739,2.3325220256194794,2.3366551771834345,Pd
HONNII,PC2P,0.4780329854640328,83.17201924536224,2.2619891688511684,2.261475182264886,2.261732175558027,Ru
HOTXEU,PC2P,0.471848210957883,82.21886458296278,2.2542076213161915,2.256945059145216,2.255576340230704,Ru
HOWMOY,PC2P,0.4798732761833768,83.23169886883746,2.305195436400133,2.300518637177278,2.3028570367887053,Ru
HOWMUE,PC2P,0.4729663622810287,81.55874107123898,2.2999334772988544,2.300073911855877,2.3000036945773656,Ru
HOXVAR,PC2P,0.4899366380916884,82.29077126050296,2.3397190002220354,2.3238988790392754,2.331808939630656,Ru
HOXVEV,PC2P,0.4844099422288483,83.20680759009673,2.303097262383853,2.290821250119703,2.296959256251778,Ru
HUHQUX,PC2P,0.472203456951174,82.25255967376674,2.3048576962580563,2.317259156848883,2.31105842655347,Ru
HUHREI,PC2P,0.4717550316809542,83.38334068825525,2.274568530512985,2.253597568333795,2.26408304942339,Ru
HUHZOZ,PC2P,0.4868209560193813,85.27492996941545,2.373383028505933,2.233865036209663,2.3036240323577983,Pd
HUKSEL,PC2P,0.4937802832650018,85.52719512705616,2.2878717184317825,2.2908978589190747,2.2893847886754286,Pd
HULFEB,PC2P,0.4920914088706671,85.95624603501491,2.216133118745352,2.3439987201361694,2.2800659194407604,Pd
HULXOE,PC2P,0.499545751024972,85.27439805940391,2.37643724932934,2.2646999801298184,2.320568614729579,Pd
HUNHOP,PC2P,0.5339696701453597,85.512137477151,2.219311830275322,2.2252779601658754,2.2222948952205988,Pd
HUPJUY,PC2P,0.5020848863212821,85.78956044901624,2.2802852891688787,2.272570570961439,2.276427930065159,Pd
IBIWEV,PC2P,0.5225959746552367,85.77684391157202,2.293264921460231,2.296497550619204,2.2948812360397173,Pd
IBOYUU,PC2P,0.5649517797241893,83.28546203461026,2.2349355695411,2.2915121644887684,2.263223867014934,Rh
IBOZAB,PC2P,0.5311102310846068,82.72989017043838,2.282018623938025,2.2790544091793854,2.2805365165587053,Rh
IBOZEF,PC2P,0.5125733786805814,83.81919557325432,2.294630471339558,2.3001660809602424,2.297398276149901,Rh
IBOZIJ,PC2P,0.5007279631010063,83.2314281107023,2.2912182349134707,2.2665047981418445,2.2788615165276576,Rh
IBOZOP,PC2P,0.4918235184494968,83.8897918601119,2.2903261776437,2.269067870293879,2.2796970239687893,Rh
ICADUL,PC2P,0.5214195862840104,85.07383276248706,2.276890203764775,2.2617979573781564,2.2693440805714657,Pd
IDAMEF,PC2P,0.5323273853894894,84.54170819631803,2.2209945970217944,2.235426133872466,2.22821036544713,Pd
IFOREA,PC2P,0.4409126910175177,83.79528850065363,2.388521509218621,2.378080107986272,2.3833008086024465,Ru
IHECOO,PC2P,0.4989400857249347,85.7200174767806,2.280101313538501,2.3091860037684264,2.294643658653464,Rh
IHECUU,PC2P,0.5087064386880358,84.70859022693334,2.297519532017084,2.317743298987185,2.3076314155021342,Rh
IHEKUC,PC2P,0.5275461237420798,84.49918934615538,2.2634444989882123,2.253778383071415,2.2586114410298137,Pd
IHOXAF,PC2P,0.4901113492359299,83.91925477436833,2.292539421689407,2.286133198219212,2.2893363099543094,Ru
