ligand,geometric,electronic,steric
DS-56,-5.365669001978287,15.78093548877722,1.6831419986423006
DS-57,4.736118080805422,1.7760320778266394,6.359419207349341
DS-58,3.4629399836509327,3.1439972997926993,1.624001312366375
DS-59,-1.1609180024387726,-1.9886631993637343,3.6747867698883887
DS-5,0.631687620934636,-3.551959227051392,-0.6804852566817199
DS-60,-4.514834261433082,-0.1974996344414458,2.269931504061956
DS-61,-4.798149111433227,0.3055763091214131,2.2888323109656454
DS-63,-4.606204504961043,0.28555041663999087,1.367247113230585
DS-64,4.378263058674282,7.312730013855832,8.054348305146997
DS-6,-3.423203672260279,-1.4208085627899776,1.4361143030730246
DS-7,-0.31841004544567586,-2.602087494764235,-0.11120629127568263
DS-8,1.3932369656807226,-3.3887957101243833,0.9887969363329981
DS-9,2.6381162297059575,-3.2930784309866663,-0.9609204300649509
iPrPAMP,0.9695416774345834,-2.949583263431763,0.4623193761743968
MB-100,2.845674504591477,5.245846751805855,11.685806458729537
MB-101,1.410057341583155,-3.1944563475124252,0.1322890274212859
MB-102,1.5386249423020113,-3.7955136905464313,4.91542186648932
MB-103,0.4313452517696899,1.3978908046454994,-2.4384327319588177
MB-104,2.4531390421441714,-3.3539000032808333,2.9139504146687223
MB-105,-1.8900910101468231,4.006131493908574,-0.26208886437103557
MB-106,1.2544368971624669,-2.9720734227898125,-0.04110922521597878
MB-107,1.07025540373792,-3.949408617564776,2.5763703771157487
MB-108,3.131399392575274,-2.4763486244164183,4.618055532363587
MB-109,0.8761590100641898,-3.156026117428191,-0.6890507674597361
MB-10,0.09903603656171656,-1.523483853774377,-2.0932391401886385
MB-110,1.7479313564281747,-4.415432233761706,7.76453949873875
MB-111,1.0565380431667757,-3.902777053055075,7.045836779962662
MB-112,0.7985311790026159,-2.6174753742001027,-1.300202537202528
MB-113,0.6189220564103832,-3.912066993076115,2.576351297492302
MB-114,1.4845915107328076,-4.454522985054886,8.797242100247836
MB-115,-0.2011685077473552,-2.526002541717589,-1.3174651178577703
MB-116,0.08038437425331595,-1.3010533547705492,-0.810562995153725
MB-117,0.15600771274502215,-0.8402840959402702,-1.1421602863037104
MB-118,0.480195359748628,-3.9480772305029386,2.298716265045439
MB-119,-2.156661216467833,13.53368080185638,-3.597331147136939
MB-11,0.18486470226206114,1.1571651307876545,-2.1432064167264633
MB-120,2.6144556165592396,-4.423728535833944,1.011719861162805
MB-121,0.28836117033246583,-2.4858394256603344,5.734283250833356
MB-122,-2.177366908679938,5.545925625148284,-4.196785416535656
MB-123,-1.7076119084562693,5.03108348644727,-3.7863982890900263
MB-124,0.3722717531135244,-3.8225726622161735,4.144009929455302
MB-125,3.4151074653645157,-4.758941826943413,8.222228415673332
MB-126,3.941604000048874,-5.117560739399002,3.3202471678246264
MB-127,-0.2713633383436348,-1.5797579609929435,-4.860354540230879
MB-128,1.8739382526209174,-5.322314082167506,10.289080697946975
MB-129,1.2495461096561518,-2.7496590904709297,3.1692917136138736
MB-12,1.0743335047928977,-2.570494897791461,0.1219164480702572
MB-130,-1.6170136692850878,3.303388577767597,3.080887836693061
MB-131,-4.574719866642463,12.748188367747483,-8.052716738468714
MB-132,3.825767878441221,-4.104014696848449,6.969301205638021
MB-133,1.3833340375705392,-0.5147606637682093,1.6343578299571893
MB-134,2.2065028012426176,-3.3985262797392366,-0.6237772119935809
MB-135,0.7600327186673937,-2.615447536827221,-1.2345265981189688
MB-136,-1.4865103177746792,2.359883214039225,3.725906778591339
MB-137,2.289225379696448,-3.733336607487249,-0.5937369985994255
MB-139,0.9130796083517209,-0.14609506428142244,1.4664119098684683
MB-13,0.41412811442660324,-0.4123339295859222,-5.242272024718784
MB-140,2.5312306956374333,-4.65895977646144,3.5441784360121495
MB-143,2.46584173742412,-4.07272854059556,4.762239675456848
MB-14,-3.405711326167147,14.588477767879079,-7.5226530876197195
MB-15,0.8131727761093175,-1.1104285939836287,-9.13177830562897
MB-16,1.3368396626396744,-3.4747136290773297,2.062989837884785
MB-18,1.3619715542152266,-4.050659415626607,3.472405765293746
MB-19,0.5671670886575113,-0.16638087836314674,-4.84972967221613
MB-1,-0.3469343754094858,2.1175007819858456,-8.698178213638933
MB-20,0.905688635294952,-0.42435829683277826,-5.061887390669875
MB-21,0.7611435431158802,-0.5396444544746352,-5.05855436451354
MB-22,0.34724615648641,-1.219502624765632,-2.805815618159481
MB-23,1.2735256180993861,-3.0632783562889934,0.6843196296092585
MB-24,0.41020801858177697,-0.5911118398272193,-5.153355951807389
MB-25,0.07234014478703625,-1.5485776834942058,0.1491078303496814
MB-26,3.3601702408496337,-5.58765428092276,5.176971800082298
MB-27,-3.2918046381920987,1.9467265287850202,-5.030444992438334
MB-28,0.4846390799005344,1.2654854978090233,-2.9669668534979596
MB-29,-3.5009925775398525,14.142267045683033,-4.44500322180491
MB-2,-0.7946631657737986,2.3437456795836025,-8.103467989849669
MB-30,-5.775085655342376,15.176964318479149,-12.581115959424206
MB-31,0.1464033114805082,-1.7656016689121816,-1.8663840378737662
MB-32,1.532769109467987,-0.9778896428402504,-1.852612325026103
MB-33,0.29815828189467375,-2.472905328008529,-0.774764997187954
MB-34,0.45658919976214263,-2.638564298359351,0.5122066119064757
MB-35,0.5283726421647922,-3.018001146762448,1.0419162495810135
MB-37,1.1103614978635405,-1.4693774642054696,-2.177863904962186
MB-38,1.168220260078056,-1.9193743173853162,-2.6020958110359853
MB-39,0.6704208434182489,-1.2592854642198097,-3.019000879017342
MB-3,-4.779511985778801,15.183065243051582,-12.17861555982199
MB-40,1.2084345523827367,-3.8573070675786783,2.5697668504199997
MB-41,1.084035957626626,-1.5532079609084597,-2.0793514843326655
MB-42,0.7556311047939568,-4.20000787319813,3.1893081579463494
MB-43,-0.9489533054381981,6.287597481103712,-3.057900307404969
MB-44,1.6409131300400286,-1.8871002932993317,-2.4924963740011985
MB-45,0.8601394541741018,0.6941387971721804,1.0149472621369064
MB-46,-2.558072780721789,16.103272796130437,-1.6219990497078454
MB-47,0.7586473104591662,6.871611754306909,4.767910707462283
MB-48,0.8731487771399029,-2.0915280614635403,-3.1017535480554077
MB-49,0.681298209353441,-2.7421472917781986,-2.3860060166023507
MB-4,-0.1170508478009539,-0.09042889341689056,-3.4405444235810765
MB-50,0.4738297734213367,-1.7699547972287168,-2.6758317077796394
MB-51,1.2744805574486828,-2.603812694561579,-1.5750557296516206
MB-52,-0.4104783798380163,3.3825318584306348,-1.948188348886096
MB-53,0.9604449637513424,-1.4257011985959587,-3.9774088485819292
MB-54,1.0486484728222139,-3.580272242674952,1.3486907091561644
MB-55,-0.25253648247280475,2.3855267428200295,0.6868714250464943
MB-56,0.28694370718778867,-2.0604592984237646,-1.634926232285441
MB-57,0.7955982528920139,-2.99506129878721,1.3102427064382027
MB-58,1.6058214034702512,-3.4177390991383385,0.40101784286270203
MB-59,0.3211812594359067,-3.2287389379803852,0.5742837734255789
MB-5,0.32372859942863685,0.00914843334309774,-5.762398111562914
MB-60,1.8971679251203888,-4.768975108837485,4.646199808003675
MB-61,1.894736351310528,-4.151521800043243,2.3989115575333937
MB-62,1.9141190763038394,-5.030379375402529,3.883706555353001
MB-63,1.3845886490712338,-4.120313426303991,2.778194441945017
MB-64,0.8559038586440963,-2.622196156671884,0.3634078148070428
MB-65,-2.622100526107741,16.396719848256527,-3.967024549435035
MB-66,0.026183800690886314,-1.8511231134086361,-0.10780652572882611
MB-67,0.6730398175540958,-2.303662905174539,-1.305371215177344
MB-68,1.2043555240918373,-2.7362108129622076,-1.1125595293677422
MB-69,1.0488303665667276,-2.771241562554652,-0.7241482515851964
MB-6,-0.1615607866655139,-0.15828404834233392,-3.4289400811432
MB-70,1.929381518503416,-3.2813242239303793,-1.499469387045193
MB-71,1.7008355541249847,-3.3077008357109396,-1.4202990770268842
MB-72,0.980723576317741,-3.2326411675858755,2.0433669418760947
MB-73,-0.023797400894369092,-3.1098252309292556,-2.6322764461677344
MB-74,1.0631161313062587,-3.2678550286953674,1.54106678402926
MB-75,1.3087688658185959,-4.380988703287796,3.032575304608086
MB-76,1.8368184953773254,-4.726212658292457,4.336821771519548
MB-77,0.17093825358072073,-1.8674641312225015,-0.5044203393877679
MB-78,0.7457675398736957,-2.5537213773466347,0.30810603593061775
MB-79,0.5602011674738893,-2.0061526967910592,-3.251504622258662
MB-7,0.1349557358424159,1.7905365765210213,-7.8991595012939015
MB-80,1.5777011221546036,-3.998244617029425,2.991211100295484
MB-81,0.7676870016579324,-2.4030312660692528,-1.2523156032098066
MB-82,0.6275872004370231,-2.727405653682681,-1.395418563380942
MB-83,0.7900994317742046,-2.484328821871034,-1.2543023713869916
MB-84,0.9042948454540929,-3.095634997852395,1.4246641590416402
MB-85,1.6456655696581173,-4.051392154778274,7.403614369243546
MB-86,1.369843703277072,-4.620993059818078,3.2521024751356533
MB-87,0.45041640989244364,-0.6993266668429784,-4.450061637520884
MB-88,0.7875139784192599,-2.732198274512517,-0.7886266680491908
MB-89,0.7827050877375744,-2.7039834890775998,-1.2616501225262333
MB-8,-3.2317937225676725,14.90256632427274,-8.459052622448157
MB-90,0.47529408398444806,-3.5286309333869106,1.8665118523559538
MB-91,-0.08742277575418718,-2.2831230225303956,-1.2098558612627333
MB-92,4.257396071114307,-3.7826535746877603,5.613077004747678
MB-93,-3.6402629767560413,13.967071259222486,-5.100647827239643
MB-94,1.1025003047443411,-1.692493767993083,-3.286077991857921
MB-95,0.5785393763695239,-2.6807140987606863,-0.7739170337882783
MB-96,0.8480297771340317,-3.1433422599216128,0.7611932298065036
MB-97,1.5501358564519532,-3.6652649350389623,1.0325624989980655
MB-98,-1.9322282975124996,5.324809565671056,-3.4070735005505255
MB-9,0.536751860652904,-1.5135666415867628,-0.8275102201714382
MS-10,0.729552679305967,-4.846181616013681,7.2513429919827095
MS-11,-1.6678816138808017,0.5330475909206662,2.806664292708054
MS-12,-0.20172574646294483,-2.2803527614507657,-0.717939661387127
MS-13,0.5567824533453474,-2.789534293805581,1.0076516203958326
MS-14,-0.3917953211658641,-0.5020751171924716,-1.0714346816205638
MS-15,-0.814517236635619,-1.3330377447863184,4.709423683250448
MS-16,-0.3750221722793187,-2.5863711593016068,-0.9062077312030387
MS-17,-0.28765981812835834,-2.720190238941099,-0.8889449040677851
MS-19,-0.3037781788220131,-2.031246625448581,-0.18272548095318183
MS-1,-1.1622039082869837,1.1629550949537997,-5.419443767332886
MS-20,0.07629849360386312,-2.100287959646789,-0.47571488702833414
MS-21,0.19173305458347553,-2.169205015103798,-0.19032586843502802
MS-22,-0.5567966446066547,-2.768532571660703,-0.04752501391198197
MS-23,0.15026901845219312,-2.217745667375638,-0.16015401098143797
MS-24,0.06952712126425542,-2.3782629836661098,0.11042767181071567
MS-25,-0.5638269975265398,-1.9615779942855964,-0.05538271649259625
MS-26,0.14728802404920707,-2.826843918653994,3.5600062099435115
MS-27,0.3337083107705778,-2.360987570598219,-0.631283677068535
MS-28,-0.46257477120925206,-1.5113840244177943,0.008908611147275237
MS-29,0.316041823741209,-2.448658775772436,-0.6270787152896753
MS-2,-2.1737112535478755,4.544547298113467,-2.870941974350536
MS-30,0.10327045719869209,-2.458643838340485,-0.07559074213198758
MS-31,-1.0936069203507202,-2.0690583291554994,-0.4815959120776093
MS-32,-1.2049112469808638,-2.1469212796195363,-0.4340606432721218
MS-33,-0.17156437169373775,-2.637726070110312,-0.11203304832577658
MS-34,0.9450376626878437,-2.264691157672872,-0.34036031941884404
MS-35,-0.3364960171763623,-2.6801213177431653,-0.06523011820375726
MS-36,-0.2527019926168603,-2.692504821679387,-0.13816604356551318
MS-37,-0.9413867920590498,-2.5350795671725774,-0.6009152510235682
MS-38,0.16694596275578646,-2.24036435365961,-0.1662373220830693
MS-39,0.01744360387878128,-2.6882833040549996,-0.3291059065168442
MS-3,-4.095380906414089,2.336915567893458,-4.502548307605171
MS-40,-0.22992470099189427,-2.779221431009944,-0.0476985002050822
MS-41,-0.3856994797106893,-2.0812912369766443,-0.13629669481567935
MS-42,0.020938879960057576,-3.6635758219339976,4.868372470755351
MS-44,-0.37452110180865383,-2.2477444838162586,-0.11128592223920655
MS-45,-0.0826497960016471,-2.1139977821204363,-0.16145119300645627
MS-46,-0.6386002154687979,-2.3961762510459654,-0.005583037201902338
MS-47,-0.225733019775992,-1.9022068073498999,0.2588641599679835
MS-48,0.05837045706520639,-2.7025005411853407,-0.3433153348705314
MS-49,-0.5031880943592802,-2.5870519405853756,0.0127192391477164
MS-4,-0.7973718225150911,-1.879369170971183,2.0296873760608065
MS-50,0.7944810640479889,-2.6916993396275712,1.6375666179215185
MS-51,-0.08204567441638115,-2.1090793989233063,-0.16186733891081245
MS-52,0.48439796989416234,0.0869403138256018,-0.8005239481588837
MS-53,-1.7995116043389043,-2.239885608759355,0.24896183468570598
MS-54,-0.06037622278280426,-2.5473199312793486,0.9025011278743049
MS-55,-1.8626759368886177,-2.158449808257376,0.8001524119467787
MS-56,-0.8582536503108776,-2.689253174018128,-0.5893315049336881
MS-57,-1.0357443461495097,-2.491913385988251,0.09449929911557906
MS-58,-2.578688121773155,-1.5669732787598896,0.47460465642077254
MS-59,-0.4855221701214512,-2.548306226342789,0.4613563390953034
MS-5,0.2451993793497931,-2.2190598374346395,2.495530433560795
MS-60,-1.121622755037376,-2.5025190152004213,-0.5372213874867021
MS-61,-0.7835935230329437,-2.9192966312054915,2.168135567318625
MS-62,0.15233769228729763,-3.1091409759296593,4.065580690967236
MS-63,2.8605514917899546,-3.082753991292611,9.621567049691745
MS-64,-0.1685822522639798,-3.46969968856069,4.063605289895979
MS-65,-1.743754748726945,-1.7143498473881775,0.22100710076796207
MS-66,-0.7449300086015765,-2.000326580087002,0.43993723007672864
MS-67,-1.4408290108485275,-2.3699156688195897,-0.1870324936576829
MS-68,-0.1945061251163559,-2.248033903752862,0.020668568963676835
MS-6,-2.61297542429682,-2.0235493105338507,3.7105589786453956
MS-70,-1.7744456341002401,2.4116678935329556,-7.694165924352136
MS-71,-1.215909384030448,0.18851780859147674,-1.6479910928431558
MS-72,4.4510808017090975,-0.8149493358580177,-4.502626641674905
MS-73,-6.402078856126186,15.212586887457888,-6.197293008815083
MS-74,4.338852663210703,3.1223990310634933,0.5003014441044699
MS-75,-6.5103312193826435,15.10831112484103,-6.1124406242186184
MS-76,-6.502989203564844,15.411577612767871,-6.1835217118344055
MS-77,-2.6434974252974297,-0.23919236549301442,-2.69190075612183
MS-78,-6.539408619269577,15.089059212494181,-5.878369404215374
MS-79,0.8967151101547431,-3.248917209102833,2.9811372039817865
MS-80,5.011503978845247,-1.054457616841612,-4.326686801039686
MS-81,1.2244920059261397,-3.498539906198751,3.6669264180959713
MS-82,-3.2828197866021074,17.269111865245165,-1.5729222950711677
MS-83,-6.288036383509095,14.934373827066182,-6.038829096819229
MS-84,-3.3111806479773356,16.431121229762972,0.9295896817950421
MS-85,0.5437225373453213,-2.203278629392282,-0.19270653206651409
MS-86,-2.9290693257047904,-3.0640798623767087,3.9778256226406565
MS-87,-3.585140028932735,17.23448531189201,0.3399799297290902
MS-88,0.7211176007246094,-2.223542080654406,0.9504816955946552
MS-89,-3.2093159959698903,16.604467669851424,1.096418554783807
MS-90,-0.1453351770036047,-2.4105417476937303,0.37655090260442775
MS-91,-3.5884105785992744,17.342527253601393,-1.4003059209848738
MS-92,-2.2918063240086797,-3.0320924197416934,4.082528547693551
MS-93,2.849745279238334,-4.590617005308555,6.067289555974363
MS-9,-0.7679692392320404,-0.9947056278138083,-1.139529931162289
phPAMP,1.290481093876398,-2.8045169656578888,-0.46893699531334393
adPAMP,1.7447201753632724,-4.7900072642928535,4.854409451296458
