Unnamed: 0,ligand,homo,lumo,dipole,rh_charge,rh_LP_1_occ,rh_LP_1_eng,rh_LP_2_occ,rh_LP_2_eng,rh_LP_3_occ,rh_LP_3_eng,rh_LP_4_occ,rh_LP_4_eng,bite_angle,homo_no_rh,lumo_no_rh,dipole_no_rh,r1_nbo,r2_nbo,r3_nbo,r4_nbo,bridge_nbo,p1_nbo,p2_nbo,c1_nbo,c2_nbo,c3_nbo,c4_nbo,p1_nmr,p1_nmr_aniso,p2_nmr,p2_nmr_aniso,p1_rh_bond_occ,p2_rh_bond_occ,p1_rh_bond_eng,p2_rh_bond_eng,p1_rh_antibond_occ,p2_rh_antibond_occ,p1_rh_antibond_eng,p2_rh_antibond_eng,p1_r1_bond_occ,p1_r2_bond_occ,p2_r3_bond_occ,p2_r4_bond_occ,p1_r1_bond_eng,p1_r2_bond_eng,p2_r3_bond_eng,p2_r4_bond_eng,p1_r1_antibond_occ,p1_r2_antibond_occ,p2_r3_antibond_occ,p2_r4_antibond_occ,p1_r1_antibond_eng,p1_r2_antibond_eng,p2_r3_antibond_eng,p2_r4_antibond_eng,p1_bridge_bond_occ,p2_bridge_bond_occ,p1_bridge_bond_eng,p2_bridge_bond_eng,p1_bridge_antibond_occ,p2_bridge_antibond_occ,p1_bridge_antibond_eng,p2_bridge_antibond_eng,c1_rh_dist,c2_rh_dist,c3_rh_dist,c4_rh_dist,p1_c1_dist,p1_c2_dist,p2_c3_dist,p2_c4_dist,p1_bridge_dist,p2_bridge_dist,p1_angle_sum,p2_angle_sum,rh_p1_bridge_angle,rh_p2_bridge_angle,r1_p1_rh_angle,r2_p1_rh_angle,r3_p2_rh_angle,r4_p2_rh_angle,r1_p1_bridge_angle,r2_p1_bridge_angle,r3_p2_bridge_angle,r4_p2_bridge_angle,p1_nbo_no_rh,p2_nbo_no_rh,r1_nbo_no_rh,r2_nbo_no_rh,r3_nbo_no_rh,r4_nbo_no_rh,bridge_nbo_no_rh,p1_nmr_no_rh,p1_nmr_aniso_no_rh,p2_nmr_no_rh,p2_nmr_aniso_no_rh,p1_LP_occ_no_rh,p1_LP_eng_no_rh,p2_LP_occ_no_rh,p2_LP_eng_no_rh,p1_r1_bond_occ_no_rh,p1_r2_bond_occ_no_rh,p2_r3_bond_occ_no_rh,p2_r4_bond_occ_no_rh,p1_r1_bond_eng_no_rh,p1_r2_bond_eng_no_rh,p2_r3_bond_eng_no_rh,p2_r4_bond_eng_no_rh,p1_r1_antibond_occ_no_rh,p1_r2_antibond_occ_no_rh,p2_r3_antibond_occ_no_rh,p2_r4_antibond_occ_no_rh,p1_r1_antibond_eng_no_rh,p1_r2_antibond_eng_no_rh,p2_r3_antibond_eng_no_rh,p2_r4_antibond_eng_no_rh,p1_bridge_bond_occ_no_rh,p2_bridge_bond_occ_no_rh,p1_bridge_bond_eng_no_rh,p2_bridge_bond_eng_no_rh,p1_bridge_antibond_occ_no_rh,p2_bridge_antibond_occ_no_rh,p1_bridge_antibond_eng_no_rh,p2_bridge_antibond_eng_no_rh,p1_LP_s_occ_no_rh,p2_LP_s_occ_no_rh,Vbur%_1.0,NE_1.0,NW_1.0,SE_1.0,SW_1.0,Vbur%_2.0,NE_2.0,NW_2.0,SE_2.0,SW_2.0,Vbur%_3.0,NE_3.0,NW_3.0,SE_3.0,SW_3.0,Vbur%_4.0,NE_4.0,NW_4.0,SE_4.0,SW_4.0,Vbur%_5.0,NE_5.0,NW_5.0,SE_5.0,SW_5.0,Vbur%_6.0,NE_6.0,NW_6.0,SE_6.0,SW_6.0
61.0,DS-64,-0.30166,-0.17393,2.2781,-0.32735,1.98153,-0.30008,1.95913,-0.35677,1.81231,-0.31598,1.79241,-0.3226,105.617706,-0.18553,-0.04363,0.3471,-0.74282,-0.74322,-0.74572,-0.74539,-0.74673,1.49104,1.47869,-0.15815,-0.18699,-0.16006,-0.17814,219.7674,102.9966,213.4817,77.4536,1.87773,1.88003,0.51651,0.51353,0.31959,0.31299,0.22316,0.21499,1.96522,1.96609,1.96534,1.96484,0.78925,0.79944,0.79284,0.79742,0.11554,0.10372,0.10753,0.09495,0.08359,0.0931,0.09069,0.09484,1.91023,1.90686,0.67146,0.66424,0.1438,0.1508,0.07681,0.07222,2.295242,2.260275,2.255116,2.28004,4.601229,4.628272,4.597627,4.67873,1.847685,1.858617,312.887292,311.551663,89.71321,88.415115,133.984673,120.9499,129.20641,127.301905,106.099289,115.824451,108.98427,111.718788,1.24143,1.24941,-0.75987,-0.75688,-0.76497,-0.76281,-0.79542,150.0892,282.6218,146.9271,277.3949,1.89698,-0.36115,1.89784,-0.36494,1.96455,1.96574,1.96397,1.96367,0.65593,0.66496,0.65938,0.66351,0.0847,0.08061,0.08139,0.07287,0.21614,0.22233,0.2196,0.22247,1.89446,1.89113,0.52733,0.5213,0.11484,0.12052,0.20774,0.20363,55.14,55.3,37.020316,35.553047,38.487585,38.487585,35.553047,42.177815,40.030992,47.094525,41.554752,40.030992,44.598294,40.773987,53.434148,43.157777,41.027265,51.604494,49.630687,56.357458,51.362423,49.067407,54.979148,53.449119,56.025512,56.334553,54.107408,54.281713,52.236383,51.532949,57.564062,55.79346
62.0,DS-6,-0.30672,-0.1648,0.4833,-0.39682,1.98198,-0.3098,1.95198,-0.3603,1.80953,-0.3245,1.80928,-0.32318,92.559324,-0.18189,-0.04083,2.2132,-0.34671,-0.34298,-0.34629,-0.34944,-0.47386,1.11802,1.10221,-0.18407,-0.15858,-0.15252,-0.18842,273.1902,83.5319,278.1917,78.9543,1.87225,1.87656,0.51761,0.5143,0.28701,0.28451,0.26949,0.27322,1.95938,1.9576,1.95731,1.95909,0.69198,0.68466,0.68641,0.68928,0.05818,0.06155,0.07195,0.05242,0.09238,0.08877,0.08671,0.09248,1.93896,1.93988,0.63258,0.63151,0.0869,0.09085,0.02466,0.02245,2.307779,2.263839,2.259626,2.305865,4.616198,4.517881,4.495354,4.638931,1.936781,1.941685,322.745279,324.355603,96.409323,95.900531,122.367251,114.490491,119.341725,116.264171,105.675368,111.377772,110.553793,107.37526,0.82246,0.80289,-0.33169,-0.32289,-0.32333,-0.33872,-0.48411,198.8495,140.203,212.7685,157.1661,1.8725,-0.32022,1.88849,-0.31833,1.95793,1.95929,1.95717,1.9604,0.54574,0.54208,0.54126,0.54848,0.04223,0.04091,0.05327,0.03325,0.22262,0.21612,0.2158,0.21729,1.93293,1.93527,0.49891,0.49851,0.06233,0.06673,0.1512,0.14825,44.75,44.52,41.760722,41.083521,42.437923,42.437923,41.083521,43.517562,42.574897,43.401343,42.846074,45.247934,46.72322,46.282777,47.396454,42.21171,51.001937,47.411318,47.917572,48.732233,42.713053,50.282416,44.549998,44.893728,44.970988,42.686292,45.648986,39.639213,39.308812,39.482063,39.290217,40.475759
63.0,DS-7,-0.3052,-0.16482,0.544,-0.39194,1.98198,-0.30896,1.95201,-0.36022,1.80612,-0.32754,1.80444,-0.31866,97.402771,-0.1841,-0.03835,2.3879,-0.34814,-0.34365,-0.34361,-0.34813,-0.62473,1.1472,1.14711,-0.18004,-0.15613,-0.15612,-0.18005,283.6178,91.4231,283.6253,91.3888,1.87291,1.87293,0.5154,0.51541,0.28094,0.28093,0.27807,0.27809,1.95964,1.95857,1.95856,1.95964,0.69263,0.68907,0.68904,0.69263,0.06244,0.0648,0.06479,0.06245,0.0926,0.09267,0.09267,0.0926,1.9549,1.9549,0.67229,0.67227,0.07285,0.07285,0.06377,0.06375,2.292951,2.256455,2.256394,2.292896,4.602429,4.524417,4.524352,4.602386,1.86982,1.869849,322.99155,322.981226,94.594722,94.592811,121.203169,116.595521,116.591438,121.218115,106.896138,109.52925,109.521385,106.898845,0.86363,0.86347,-0.3342,-0.32587,-0.32661,-0.33399,-0.63488,208.2371,105.4238,207.7953,105.6128,1.86085,-0.31727,1.86101,-0.3175,1.95676,1.95927,1.95927,1.95675,0.54836,0.54672,0.54707,0.54814,0.04442,0.04625,0.04619,0.04444,0.22002,0.21967,0.21996,0.21976,1.95007,1.94991,0.54389,0.54302,0.05224,0.05235,0.18394,0.1832,43.29,43.33,41.422122,41.422122,41.422122,41.422122,41.422122,43.104339,42.58781,43.620868,42.58781,43.620868,43.979999,40.543057,47.415077,40.546782,47.415077,44.960353,42.117187,47.804295,42.123394,47.796537,43.024108,42.461606,43.592917,42.461606,43.580303,38.75017,39.113338,38.389043,39.115153,38.383147
64.0,DS-8,-0.30495,-0.1693,1.4362,-0.35522,1.98147,-0.30786,1.95349,-0.35888,1.80319,-0.32114,1.7873,-0.32106,99.177737,-0.18314,-0.04634,2.9521,-0.34318,-0.34074,-0.25238,-0.33842,-0.69482,1.1386,1.0843,-0.18523,-0.1548,-0.15421,-0.18525,285.105,82.3988,277.9787,72.4568,1.87056,1.88374,0.51092,0.50386,0.28673,0.27851,0.25907,0.26867,1.95714,1.95718,1.93932,1.95465,0.68696,0.6853,0.64171,0.68004,0.06611,0.06688,0.10207,0.0619,0.09731,0.0957,0.0412,0.09276,1.92952,1.93858,0.66443,0.66759,0.08447,0.0697,0.07826,0.07947,2.306214,2.261927,2.22646,2.274921,4.63668,4.495755,4.503888,4.652594,1.858297,1.860775,321.378142,321.447426,94.419608,92.451137,120.036592,119.269064,124.627284,115.687927,106.792509,108.662583,110.093657,104.874435,0.85843,0.81666,-0.32965,-0.32394,-0.26759,-0.33175,-0.70669,221.5597,102.3181,209.2073,118.6052,1.86183,-0.318,1.90635,-0.32576,1.95451,1.95745,1.93489,1.95424,0.54288,0.54262,0.48951,0.53917,0.04764,0.04661,0.07684,0.04357,0.22253,0.22326,0.17094,0.21758,1.91812,1.93241,0.53499,0.53989,0.06003,0.04967,0.20312,0.20427,44.32,46.43,39.559819,37.24605,41.873589,41.873589,37.24605,41.871126,40.353822,43.982438,42.742769,40.405475,43.962306,44.342223,48.092968,38.799911,44.614124,46.016697,49.292409,47.590156,40.258209,46.926013,43.912995,47.597837,42.925956,40.601842,44.526347,39.251553,41.532949,38.714227,37.136378,39.622659
65.0,DS-9,-0.30603,-0.17418,0.4576,-0.37704,1.9756,-0.30799,1.95076,-0.36148,1.80416,-0.32285,1.79082,-0.32468,99.127856,-0.18589,-0.05471,2.5619,-0.34195,-0.34807,-0.34984,-0.35704,-0.60416,1.11986,1.10769,-0.16558,-0.1628,-0.14711,-0.18765,285.7002,89.9631,294.7613,79.4734,1.87277,1.87153,0.51594,0.50737,0.27737,0.27717,0.26204,0.25977,1.95663,1.95853,1.9577,1.95801,0.68859,0.69096,0.68608,0.68801,0.06013,0.07196,0.06024,0.07112,0.09379,0.09323,0.10009,0.10083,1.9504,1.9506,0.68024,0.67591,0.06781,0.0664,0.0818,0.08138,2.290144,2.251372,2.237435,2.271115,4.588335,4.550235,4.486505,4.632027,1.849236,1.853889,321.618009,320.776407,92.017999,91.199198,117.556956,123.184569,119.024039,123.068546,106.386213,108.873664,107.245068,107.468842,0.82936,0.83287,-0.32966,-0.32254,-0.33493,-0.33813,-0.61476,234.2937,97.8445,234.4712,82.8939,1.86457,-0.31678,1.862,-0.31693,1.95227,1.95755,1.95504,1.95482,0.5472,0.54388,0.54601,0.54351,0.03838,0.05387,0.03941,0.05471,0.21757,0.2227,0.22346,0.22632,1.94862,1.94819,0.55428,0.54959,0.04871,0.04837,0.20536,0.20401,43.03,43.2,40.011287,39.164786,40.857788,40.857788,39.164786,42.158445,41.42562,43.401343,42.368285,41.438533,42.727577,38.945173,47.917908,40.062574,43.984654,43.709267,40.537521,47.521879,41.861151,44.916517,41.31847,39.753556,43.462048,40.775283,41.282993,36.611638,35.811148,38.156833,36.269219,36.209352
66.0,iPrPAMP,-0.30741,-0.16294,0.7826,-0.37805,1.98227,-0.30978,1.95504,-0.36118,1.80462,-0.32387,1.7955,-0.3228,97.546904,-0.18111,-0.02652,1.8404,-0.32772,-0.37923,-0.46932,-0.45884,-0.98744,1.11525,1.09316,-0.18431,-0.15507,-0.16313,-0.1819,327.4103,94.8603,301.7342,94.7006,1.88844,1.89664,0.52671,0.52858,0.2871,0.27365,0.19462,0.20212,1.95809,1.95877,1.96028,1.95866,0.68771,0.69233,0.66212,0.65583,0.06855,0.06094,0.07674,0.0645,0.09108,0.0885,0.04676,0.04921,1.96509,1.97104,0.65613,0.66019,0.04545,0.03587,0.04987,0.04939,2.286094,2.244087,2.243678,2.285604,4.648636,4.500872,4.516163,4.627547,1.877379,1.871156,317.32323,316.790404,93.549622,93.896981,120.682756,122.042755,126.490346,115.121295,104.243517,107.241141,106.006423,102.534608,0.84701,0.7821,-0.3083,-0.36609,-0.48247,-0.47424,-1.01296,253.9084,80.8324,217.6077,103.4218,1.8863,-0.3268,1.93657,-0.33584,1.95318,1.95976,1.96218,1.95896,0.53678,0.54304,0.49789,0.49921,0.04927,0.03976,0.05366,0.04019,0.22282,0.22023,0.19101,0.18722,1.96064,1.96934,0.51848,0.52219,0.02931,0.02136,0.18372,0.18626,46.56,49.17,39.503386,39.841986,39.164786,39.164786,39.841986,41.729081,41.658058,42.200413,41.399793,41.658058,43.125186,41.563617,46.457837,39.451728,45.027563,45.975188,46.649804,47.455155,42.197877,47.597914,44.120928,45.324178,42.68708,43.595282,44.877172,37.689238,35.832011,35.766701,42.049073,37.109166
67.0,MB-100,-0.29784,-0.16063,0.4263,-0.31207,1.98059,-0.3011,1.9648,-0.35357,1.81856,-0.31871,1.76855,-0.31805,101.549326,-0.16267,0.01832,1.7597,-0.76745,-0.76709,-0.7655,-0.75958,-1.06578,1.49094,1.42085,-0.17218,-0.18427,-0.18968,-0.166,222.6172,125.6909,251.0933,149.5087,1.88292,1.88625,0.49742,0.48755,0.33157,0.32387,0.1663,0.18891,1.96602,1.97064,1.97065,1.96961,0.7767,0.81036,0.79286,0.79834,0.13001,0.0763,0.12287,0.09957,0.08517,0.109,0.09903,0.10214,1.96028,1.96022,0.64966,0.64389,0.07142,0.08466,0.06034,0.06058,2.317096,2.295534,2.239681,2.24193,4.729996,4.665825,4.703414,4.613853,1.881669,1.887949,318.199809,322.284766,93.799178,92.198028,119.69747,121.118018,116.76803,121.516092,105.487384,103.963862,107.038513,104.02696,1.19587,1.17367,-0.78283,-0.7738,-0.77024,-0.76365,-1.09404,121.5302,161.2043,163.5632,145.9672,1.9307,-0.32968,1.91773,-0.31524,1.97131,1.97323,1.9731,1.97191,0.63259,0.66227,0.64719,0.65808,0.09625,0.0557,0.10035,0.07396,0.23201,0.2503,0.2449,0.24591,1.96271,1.96078,0.50915,0.50907,0.05319,0.06858,0.19595,0.19746,51.67,48.57,31.884876,30.022573,33.747178,33.747178,30.022573,41.964747,44.305269,39.191632,39.888946,44.47314,51.13975,51.184446,45.828367,51.117402,56.428784,56.258147,54.273478,54.858482,55.468314,60.432313,56.745885,55.289962,56.197376,55.618713,59.877487,52.652728,52.001451,52.163817,51.977414,54.46823
68.0,MB-101,-0.30466,-0.16564,1.722,-0.39014,1.98124,-0.30813,1.95348,-0.36158,1.8055,-0.32417,1.79112,-0.32284,96.03822,-0.18529,-0.04653,2.4097,-0.35112,-0.3155,-0.65182,-0.33699,-0.98806,1.1267,1.09463,-0.16735,-0.17167,-0.15995,-0.17729,299.9584,107.9919,332.1444,67.4961,1.88374,1.89526,0.52693,0.52431,0.28349,0.2737,0.20348,0.18167,1.95886,1.94431,1.96268,1.96271,0.69106,0.67975,0.66258,0.68987,0.05892,0.08297,0.0574,0.06607,0.09048,0.088,0.06455,0.09206,1.96408,1.97033,0.65847,0.65725,0.05083,0.03271,0.05053,0.05174,2.288435,2.258973,2.24061,2.262316,4.585272,4.567533,4.537362,4.605316,1.87128,1.86833,320.187438,315.555134,94.019283,93.266523,117.101665,122.982939,119.016304,125.38941,105.569733,107.887311,103.196051,107.716845,0.84304,0.80706,-0.33579,-0.28854,-0.66723,-0.32583,-1.01494,230.9708,94.8249,248.0107,106.4624,1.86734,-0.33218,1.9126,-0.33628,1.95599,1.93711,1.95996,1.9612,0.55243,0.53252,0.5151,0.54006,0.03617,0.06492,0.03434,0.05065,0.21189,0.21269,0.19472,0.22422,1.96015,1.96875,0.52894,0.52839,0.03231,0.02004,0.17647,0.18159,45.63,47.61,39.390519,38.374718,40.406321,40.406321,38.374718,41.816245,40.831612,43.659607,41.942149,40.831612,43.078628,39.299017,48.577175,46.178486,38.259833,44.97781,42.458569,48.361368,49.241202,39.850102,42.726499,40.292012,44.100628,47.787046,38.726309,37.491496,33.00195,38.372262,44.24509,34.346682
69.0,MB-102,-0.30052,-0.15227,0.5291,-0.39758,1.97355,-0.30665,1.95503,-0.35752,1.80724,-0.31972,1.78933,-0.32262,96.814277,-0.17503,-0.02443,2.0821,-0.4708,-0.47626,-0.33891,-0.33448,-0.97976,1.12421,1.07525,-0.18874,-0.15521,-0.17855,-0.16317,310.223,98.4587,336.439,120.9085,1.88078,1.87832,0.50211,0.50865,0.28103,0.30033,0.2771,0.27816,1.95978,1.96016,1.95494,1.95503,0.65871,0.6549,0.67553,0.67207,0.07031,0.06602,0.07577,0.06084,0.06441,0.06599,0.08561,0.08734,1.9677,1.96335,0.65003,0.64677,0.03564,0.04462,0.05794,0.04605,2.285739,2.255559,2.239757,2.267935,4.651812,4.487328,4.60296,4.555485,1.873356,1.887776,322.727637,321.052201,93.012706,92.110726,119.155034,117.738237,117.541668,122.800626,106.494349,103.813605,113.183572,99.114753,0.8026,0.7997,-0.47927,-0.48828,-0.313,-0.31801,-1.00113,228.9514,97.5115,255.4385,98.3269,1.91926,-0.31491,1.8837,-0.32218,1.9599,1.96141,1.95841,1.95514,0.50504,0.50457,0.52923,0.52829,0.05307,0.04091,0.0621,0.03788,0.19738,0.19652,0.21699,0.21388,1.96759,1.96107,0.52019,0.51841,0.02292,0.02773,0.18784,0.17577,45.41,45.25,38.882619,38.036117,39.72912,39.72912,38.036117,46.465005,42.510331,41.851756,46.423037,55.074897,49.036241,45.582539,43.057211,49.54559,57.959625,50.676556,47.56688,44.711688,50.507417,59.920241,48.416953,47.200498,42.159661,47.034152,57.273501,42.894802,43.140732,37.506463,41.692594,49.239421
70.0,MB-103,-0.30302,-0.16422,2.6223,-0.42582,1.97672,-0.30569,1.94961,-0.36108,1.80733,-0.32304,1.80186,-0.3218,95.406321,-0.17953,-0.03649,3.976,-0.7839,-0.37024,-0.35415,-0.34004,-1.01123,1.48289,1.12081,-0.15583,-0.17284,-0.15117,-0.18484,215.4435,162.3359,315.7153,105.9666,1.88151,1.89109,0.52402,0.52852,0.26583,0.26464,0.24057,0.24755,1.97899,1.95888,1.96257,1.96053,0.92684,0.69256,0.69322,0.69203,0.086,0.09481,0.05774,0.06927,0.08112,0.09758,0.09348,0.09154,1.96696,1.96336,0.66522,0.65799,0.05948,0.05171,0.05748,0.04539,2.299867,2.263743,2.251729,2.272985,4.567121,4.55406,4.476904,4.614234,1.860144,1.877539,325.827731,319.519278,94.384131,93.450582,112.340379,123.485631,120.42954,120.786651,110.217378,109.542412,105.079164,108.202573,1.15166,0.83161,-0.79127,-0.3676,-0.34066,-0.31513,-1.0437,91.8801,182.3878,246.2719,86.693,1.88784,-0.32534,1.88058,-0.32786,1.97605,1.96011,1.9589,1.9582,0.79077,0.53461,0.54979,0.54374,0.05121,0.08098,0.03423,0.05278,0.22463,0.23316,0.21813,0.22055,1.967,1.9597,0.53007,0.52711,0.04337,0.03269,0.1891,0.17351,50.04,45.3,41.478555,40.970655,41.986456,41.986456,40.970655,42.561983,42.91064,42.639463,42.639463,42.058368,40.783299,46.696216,38.319428,38.367849,39.749702,41.628003,46.283595,39.631308,38.73906,41.858047,40.592184,42.515216,41.652739,38.053042,40.147741,36.891015,37.501474,41.239512,34.861445,33.961631
71.0,MB-104,-0.30999,-0.16284,3.1344,-0.36051,1.98284,-0.31268,1.95632,-0.36298,1.8088,-0.32625,1.77815,-0.32454,98.730365,-0.18903,-0.03784,1.9766,-0.46172,-0.46805,-0.31039,-0.33485,-0.99938,1.10903,1.06504,-0.18835,-0.15602,-0.15622,-0.17573,299.9246,114.9999,332.0269,93.3916,1.89605,1.89755,0.53016,0.5209,0.28374,0.28863,0.20856,0.20363,1.95795,1.95961,1.95782,1.95576,0.65715,0.66162,0.68194,0.68396,0.06544,0.07058,0.07269,0.06163,0.05,0.04888,0.07616,0.0862,1.97081,1.96763,0.66512,0.65335,0.04067,0.039,0.04999,0.04465,2.291859,2.242805,2.216869,2.258607,4.647619,4.461282,4.525708,4.65831,1.869633,1.883471,316.991995,313.628692,94.668476,92.204568,115.707854,126.628981,132.129834,113.61872,105.214456,106.798113,105.3706,102.872992,0.78458,0.82474,-0.47132,-0.47646,-0.30112,-0.32422,-1.02408,237.1593,52.9395,251.0441,119.139,1.93251,-0.33559,1.9104,-0.33984,1.95729,1.96063,1.95681,1.9521,0.50278,0.5024,0.52735,0.54063,0.04248,0.04229,0.05445,0.04106,0.18718,0.1906,0.21272,0.21266,1.97157,1.96361,0.52793,0.52104,0.02596,0.02555,0.18421,0.17682,48.18,48.04,37.697517,34.76298,40.632054,40.632054,34.76298,42.210098,39.385331,44.356921,42.316632,42.781508,44.477242,36.155393,50.163886,41.459327,50.130364,47.438474,39.708895,50.811557,45.605487,53.627956,46.966352,42.644508,46.715651,44.645391,53.859859,41.119439,41.874915,36.013878,36.458796,50.130165
72.0,MB-105,-0.30145,-0.17198,5.8042,-0.43916,1.98353,-0.31686,1.94943,-0.37168,1.82329,-0.33549,1.79766,-0.33001,95.550258,-0.19261,-0.05967,2.1598,-0.74164,-0.74296,-0.26064,-0.26003,-1.0713,1.73565,1.06224,-0.15838,-0.16826,-0.15274,-0.18422,131.5202,223.8635,278.9178,131.7684,1.88904,1.89379,0.57132,0.51341,0.27255,0.27721,0.23682,0.20071,1.96238,1.96585,1.94711,1.94719,0.8913,0.91373,0.65161,0.65201,0.12342,0.12443,0.0861,0.08869,0.04414,0.05536,0.02827,0.02608,1.96466,1.96427,0.68237,0.65766,0.07723,0.03756,0.05119,0.03199,2.354014,2.314892,2.235342,2.261932,4.557647,4.532535,4.557179,4.674453,1.838497,1.894182,313.81458,323.16047,99.588738,92.01859,124.779611,117.025246,117.492176,118.929668,100.399687,110.816304,104.692795,104.159599,1.38194,0.77133,-0.77464,-0.76127,-0.27015,-0.26831,-1.10887,22.9369,299.386,220.2843,40.8617,1.93884,-0.3771,1.92294,-0.33868,1.96286,1.9622,1.94397,1.94343,0.75189,0.76094,0.49489,0.49447,0.07458,0.09369,0.05891,0.0632,0.19891,0.20658,0.16183,0.16097,1.96953,1.96563,0.53893,0.52264,0.05453,0.02633,0.18963,0.16543,59.77,48.13,41.591422,34.424379,48.758465,48.758465,34.424379,42.975207,39.78564,46.061467,45.932335,40.121384,43.922266,45.128129,42.938021,39.872616,47.750298,45.536047,48.381541,45.963938,36.510769,51.28794,43.078112,46.486235,44.948125,32.136325,48.741762,36.469228,40.121094,37.930065,27.010295,40.815456
73.0,MB-106,-0.29035,-0.16738,2.5529,-0.38465,1.98148,-0.30843,1.95364,-0.3615,1.81159,-0.32503,1.78971,-0.32148,97.200145,-0.18869,-0.07297,2.0407,-0.35017,-0.3425,-0.31388,-0.3422,-0.96885,1.13003,1.09436,-0.17591,-0.15975,-0.1496,-0.18699,313.1841,103.1025,324.2712,116.1587,1.88841,1.88733,0.53037,0.52016,0.2782,0.27812,0.22055,0.21822,1.96075,1.95938,1.9587,1.95927,0.69232,0.69169,0.68754,0.68912,0.05542,0.07072,0.05971,0.07144,0.09237,0.09078,0.09567,0.09144,1.96506,1.96426,0.66122,0.65642,0.04915,0.04559,0.04952,0.04776,2.295691,2.257822,2.23137,2.27021,4.603779,4.536423,4.498741,4.637726,1.869043,1.878965,319.750204,318.689702,94.431141,92.858422,118.23326,122.122418,119.188896,122.724082,105.488573,108.248607,108.172292,103.464959,0.83019,0.82942,-0.33778,-0.31557,-0.29738,-0.32796,-0.99377,233.2185,109.8779,238.8077,86.462,1.88505,-0.32992,1.88099,-0.33492,1.95902,1.95802,1.95957,1.95418,0.55178,0.54549,0.5494,0.54599,0.03418,0.05119,0.03993,0.05273,0.21603,0.21845,0.21576,0.2148,1.96183,1.95963,0.53351,0.53014,0.03077,0.02916,0.17428,0.17149,45.14,45.82,39.616253,38.036117,41.196388,41.196388,38.036117,42.132619,40.857438,43.995351,42.54907,41.128616,42.973406,39.161204,48.502682,39.213349,45.016389,44.701213,42.646329,48.13016,40.967351,47.061014,42.745617,44.305604,44.273281,39.662893,42.740689,37.885845,43.454125,38.276112,33.610595,36.202549
74.0,MB-107,-0.30603,-0.16683,0.258,-0.33276,1.9822,-0.30435,1.95602,-0.3612,1.8014,-0.31673,1.79627,-0.32655,97.577361,-0.19468,-0.02474,2.1972,-0.45635,-0.45642,-0.45636,-0.45632,-1.01107,1.05718,1.05713,-0.185,-0.15704,-0.1571,-0.18492,289.4326,141.2067,289.4138,141.2121,1.90012,1.90012,0.53584,0.53582,0.28946,0.28944,0.20461,0.20461,1.94185,1.94507,1.94507,1.94185,0.63895,0.63258,0.63254,0.63894,0.07757,0.08234,0.08235,0.07758,0.03991,0.03585,0.03582,0.0399,1.97207,1.97207,0.6557,0.65572,0.03831,0.0383,0.0461,0.04611,2.284628,2.245435,2.24543,2.284747,4.634753,4.500885,4.500966,4.63481,1.874898,1.874872,303.634642,303.642117,94.750731,94.75134,124.860828,130.459295,130.449144,124.866,104.907414,105.616337,105.619607,104.911171,0.79981,0.79961,-0.48002,-0.48197,-0.48223,-0.4795,-1.04335,199.6386,138.8363,199.272,138.9152,1.94561,-0.36999,1.94566,-0.37002,1.9348,1.94274,1.94272,1.9347,0.48779,0.47875,0.47881,0.48723,0.04697,0.0511,0.05118,0.04702,0.1742,0.1725,0.17251,0.17376,1.9712,1.97125,0.52335,0.52355,0.02405,0.02398,0.17399,0.17416,54.06,54.08,39.841986,39.841986,39.841986,39.841986,39.841986,41.800103,41.800103,41.800103,41.800103,41.800103,40.601721,39.105334,42.10742,39.090435,42.103695,46.137732,45.13376,47.157222,45.121346,47.138601,49.797586,51.580682,48.025922,51.575163,48.008577,47.183546,50.844936,43.531226,50.841762,43.516259
75.0,MB-108,-0.30962,-0.16027,3.7534,-0.34605,1.97352,-0.31435,1.96307,-0.36096,1.81454,-0.32907,1.76821,-0.32568,100.214606,-0.18677,-0.02404,2.0468,-0.89666,-0.34728,-0.88847,-0.34345,-0.99761,1.08943,1.03368,-0.17696,-0.15724,-0.18946,-0.14689,358.3178,108.9564,376.5356,118.0585,1.89562,1.89627,0.52183,0.50546,0.28405,0.27865,0.18381,0.19576,1.973,1.95796,1.97182,1.95927,0.6781,0.6727,0.67291,0.67023,0.04982,0.06959,0.04626,0.07366,0.06555,0.07797,0.06485,0.0772,1.96936,1.97041,0.66253,0.6575,0.05172,0.04737,0.05002,0.04637,2.29549,2.269714,2.23828,2.239415,4.67161,4.528633,4.681869,4.437946,1.875303,1.883053,320.046026,317.570399,93.78701,91.414753,111.319749,129.424972,108.209931,135.59737,107.460015,107.158185,105.25856,107.064833,0.77532,0.78094,-0.90643,-0.32689,-0.90603,-0.32832,-1.0246,290.5126,100.3331,285.1326,103.2773,1.92475,-0.32038,1.92642,-0.3295,1.97462,1.96034,1.97331,1.95993,0.53068,0.52004,0.5291,0.51744,0.03266,0.04575,0.03054,0.04911,0.20321,0.21171,0.19882,0.21067,1.96913,1.96972,0.52826,0.52485,0.03643,0.03391,0.18386,0.17969,45.51,47.12,36.060948,33.069977,39.051919,39.051919,33.069977,45.099432,38.804236,41.554752,55.578512,44.460227,47.223257,40.084923,40.632449,58.391687,49.783969,49.41422,40.615108,40.660108,60.728695,55.65297,47.773249,35.747848,35.36943,60.942575,59.033143,40.274729,26.102318,25.490498,54.891832,54.614268
