Unnamed: 0,ligand,homo,lumo,dipole,rh_charge,rh_LP_1_occ,rh_LP_1_eng,rh_LP_2_occ,rh_LP_2_eng,rh_LP_3_occ,rh_LP_3_eng,rh_LP_4_occ,rh_LP_4_eng,bite_angle,homo_no_rh,lumo_no_rh,dipole_no_rh,r1_nbo,r2_nbo,r3_nbo,r4_nbo,bridge_nbo,p1_nbo,p2_nbo,c1_nbo,c2_nbo,c3_nbo,c4_nbo,p1_nmr,p1_nmr_aniso,p2_nmr,p2_nmr_aniso,p1_rh_bond_occ,p2_rh_bond_occ,p1_rh_bond_eng,p2_rh_bond_eng,p1_rh_antibond_occ,p2_rh_antibond_occ,p1_rh_antibond_eng,p2_rh_antibond_eng,p1_r1_bond_occ,p1_r2_bond_occ,p2_r3_bond_occ,p2_r4_bond_occ,p1_r1_bond_eng,p1_r2_bond_eng,p2_r3_bond_eng,p2_r4_bond_eng,p1_r1_antibond_occ,p1_r2_antibond_occ,p2_r3_antibond_occ,p2_r4_antibond_occ,p1_r1_antibond_eng,p1_r2_antibond_eng,p2_r3_antibond_eng,p2_r4_antibond_eng,p1_bridge_bond_occ,p2_bridge_bond_occ,p1_bridge_bond_eng,p2_bridge_bond_eng,p1_bridge_antibond_occ,p2_bridge_antibond_occ,p1_bridge_antibond_eng,p2_bridge_antibond_eng,c1_rh_dist,c2_rh_dist,c3_rh_dist,c4_rh_dist,p1_c1_dist,p1_c2_dist,p2_c3_dist,p2_c4_dist,p1_bridge_dist,p2_bridge_dist,p1_angle_sum,p2_angle_sum,rh_p1_bridge_angle,rh_p2_bridge_angle,r1_p1_rh_angle,r2_p1_rh_angle,r3_p2_rh_angle,r4_p2_rh_angle,r1_p1_bridge_angle,r2_p1_bridge_angle,r3_p2_bridge_angle,r4_p2_bridge_angle,p1_nbo_no_rh,p2_nbo_no_rh,r1_nbo_no_rh,r2_nbo_no_rh,r3_nbo_no_rh,r4_nbo_no_rh,bridge_nbo_no_rh,p1_nmr_no_rh,p1_nmr_aniso_no_rh,p2_nmr_no_rh,p2_nmr_aniso_no_rh,p1_LP_occ_no_rh,p1_LP_eng_no_rh,p2_LP_occ_no_rh,p2_LP_eng_no_rh,p1_r1_bond_occ_no_rh,p1_r2_bond_occ_no_rh,p2_r3_bond_occ_no_rh,p2_r4_bond_occ_no_rh,p1_r1_bond_eng_no_rh,p1_r2_bond_eng_no_rh,p2_r3_bond_eng_no_rh,p2_r4_bond_eng_no_rh,p1_r1_antibond_occ_no_rh,p1_r2_antibond_occ_no_rh,p2_r3_antibond_occ_no_rh,p2_r4_antibond_occ_no_rh,p1_r1_antibond_eng_no_rh,p1_r2_antibond_eng_no_rh,p2_r3_antibond_eng_no_rh,p2_r4_antibond_eng_no_rh,p1_bridge_bond_occ_no_rh,p2_bridge_bond_occ_no_rh,p1_bridge_bond_eng_no_rh,p2_bridge_bond_eng_no_rh,p1_bridge_antibond_occ_no_rh,p2_bridge_antibond_occ_no_rh,p1_bridge_antibond_eng_no_rh,p2_bridge_antibond_eng_no_rh,p1_LP_s_occ_no_rh,p2_LP_s_occ_no_rh,Vbur%_1.0,NE_1.0,NW_1.0,SE_1.0,SW_1.0,Vbur%_2.0,NE_2.0,NW_2.0,SE_2.0,SW_2.0,Vbur%_3.0,NE_3.0,NW_3.0,SE_3.0,SW_3.0,Vbur%_4.0,NE_4.0,NW_4.0,SE_4.0,SW_4.0,Vbur%_5.0,NE_5.0,NW_5.0,SE_5.0,SW_5.0,Vbur%_6.0,NE_6.0,NW_6.0,SE_6.0,SW_6.0
132.0,MB-33,-0.31049,-0.1657,1.3706,-0.37815,1.98471,-0.31372,1.95555,-0.36416,1.79981,-0.32258,1.79698,-0.3313,97.293856,-0.17825,0.01531,1.6636,-0.23801,-0.90699,-0.90699,-0.23801,-1.01724,1.10915,1.10914,-0.17451,-0.16447,-0.16447,-0.17451,313.3083,127.8747,313.3091,127.8713,1.89314,1.89314,0.52986,0.52986,0.27801,0.27801,0.2077,0.2077,1.94174,1.97563,1.97563,1.94174,0.64623,0.68858,0.68857,0.64624,0.08795,0.04068,0.04068,0.08795,0.03048,0.0617,0.0617,0.03049,1.97136,1.97136,0.66576,0.66578,0.04288,0.04287,0.04296,0.04297,2.275495,2.255221,2.255211,2.275483,4.585269,4.572691,4.572671,4.585251,1.875816,1.875797,317.970407,317.970425,95.00212,95.002745,126.068753,114.712552,114.710866,126.070068,107.997254,103.635065,103.635822,107.996931,0.80829,0.80821,-0.2635,-0.92445,-0.92429,-0.26361,-1.04186,232.2793,100.391,232.4896,100.4263,1.92942,-0.33449,1.92926,-0.33411,1.93665,1.97862,1.97861,1.93666,0.47606,0.53117,0.53122,0.47623,0.06289,0.02148,0.0215,0.06286,0.1722,0.20466,0.20478,0.17232,1.97061,1.97068,0.52153,0.52191,0.02715,0.02712,0.18315,0.18352,49.12,49.05,39.841986,39.841986,39.841986,39.841986,39.841986,41.645145,41.645145,41.645145,41.645145,41.645145,42.038513,39.272944,44.804082,39.272944,44.804082,44.620135,39.870275,49.368444,39.870275,49.371547,43.05249,35.363912,50.742645,35.362335,50.741068,36.138374,24.524922,47.754547,24.519933,47.754093
133.0,MB-34,-0.31346,-0.1697,1.6645,-0.39018,1.98205,-0.31672,1.95529,-0.36723,1.80021,-0.33247,1.79555,-0.32543,97.10283,-0.18314,-0.03148,1.9698,-0.34217,-0.33736,-0.46682,-0.46293,-0.99536,1.10737,1.10403,-0.18697,-0.15049,-0.15679,-0.18768,329.6823,92.6323,302.8831,121.3195,1.89081,1.89575,0.53194,0.53429,0.2822,0.27361,0.1999,0.20836,1.95697,1.96027,1.95997,1.95812,0.69094,0.69522,0.66646,0.66247,0.06428,0.06378,0.0721,0.06384,0.08546,0.08488,0.04788,0.04677,1.96811,1.97148,0.66344,0.66492,0.04564,0.04073,0.0411,0.04078,2.28754,2.242533,2.237208,2.284784,4.650153,4.476137,4.479621,4.636139,1.87703,1.87531,319.091708,317.312932,95.035751,95.23879,117.426087,123.359446,123.636817,117.742568,105.760197,108.726039,106.52152,104.740973,0.82665,0.78537,-0.32345,-0.32298,-0.47821,-0.47432,-1.02018,242.8558,120.1616,221.5736,90.8414,1.89526,-0.32747,1.93504,-0.33763,1.95385,1.96009,1.95778,1.9607,0.54179,0.54347,0.50304,0.50319,0.0442,0.04436,0.04635,0.04163,0.21821,0.22165,0.18997,0.18832,1.96443,1.97108,0.52548,0.52452,0.02928,0.02565,0.17663,0.17777,45.8,48.91,39.785553,39.841986,39.72912,39.72912,39.841986,42.306947,41.761364,43.801653,41.516012,42.14876,44.710034,43.47065,48.92357,39.097884,47.348033,46.636227,44.887034,48.774129,41.603563,51.280181,43.64968,42.299991,43.024503,40.622339,48.651887,35.801737,33.830106,35.864665,35.473264,38.038913
134.0,MB-35,-0.30771,-0.16276,1.7965,-0.38213,1.98382,-0.30866,1.9563,-0.36135,1.79823,-0.32047,1.79541,-0.32746,97.463107,-0.17311,0.01641,1.717,-0.4725,-0.47118,-0.46893,-0.4613,-1.01361,1.12077,1.08821,-0.17949,-0.16569,-0.16914,-0.17365,310.5204,119.5775,306.7815,100.5971,1.89216,1.89239,0.52373,0.52437,0.28532,0.28595,0.20747,0.19957,1.96013,1.95938,1.95945,1.95865,0.66407,0.66061,0.66442,0.65913,0.06404,0.06077,0.07382,0.06792,0.05815,0.05782,0.04662,0.04531,1.97117,1.97268,0.65933,0.66472,0.03967,0.04266,0.04409,0.04311,2.281104,2.250964,2.252967,2.278347,4.623665,4.539658,4.562468,4.604296,1.877634,1.875421,317.552225,323.986887,94.492407,94.541193,120.674898,121.479997,120.904698,115.614709,107.139641,105.187448,107.498653,108.258818,0.81468,0.78352,-0.48029,-0.48017,-0.47976,-0.47277,-1.0392,227.7462,94.5832,226.4085,88.6975,1.93167,-0.32843,1.92437,-0.31571,1.95845,1.96007,1.95968,1.95827,0.50195,0.49981,0.50027,0.49928,0.04225,0.03767,0.05406,0.04583,0.20014,0.19758,0.19067,0.1872,1.97061,1.97302,0.51789,0.52185,0.0251,0.02846,0.18367,0.18365,48.14,46.41,39.503386,39.503386,39.503386,39.503386,39.503386,41.664514,41.903409,41.74845,41.503099,41.503099,44.346879,45.690554,45.589988,44.412992,41.693981,46.852694,47.254981,47.304637,48.006021,44.845137,44.487126,43.972123,44.711614,46.829176,42.43559,37.646379,34.608372,38.354574,41.499841,36.122727
135.0,MB-37,-0.31222,-0.16673,1.2129,-0.4181,1.98048,-0.31409,1.95129,-0.36764,1.80424,-0.33215,1.80083,-0.32668,95.943955,-0.18492,-0.03729,2.2285,-0.34343,-0.35322,-0.66815,-0.67245,-0.97012,1.12565,1.10482,-0.18063,-0.1524,-0.17063,-0.15945,314.5738,106.5188,327.8688,64.2884,1.89312,1.90181,0.53937,0.53574,0.2734,0.26317,0.19531,0.18603,1.95975,1.96199,1.97038,1.97038,0.69768,0.69876,0.68028,0.67467,0.07203,0.05575,0.05897,0.05135,0.08614,0.08697,0.0586,0.05906,1.96528,1.97075,0.6639,0.66156,0.04875,0.03563,0.04053,0.04099,2.280929,2.254176,2.246389,2.273338,4.620719,4.491165,4.570549,4.566895,1.873346,1.873606,319.802513,315.093979,93.394451,92.814335,121.527125,119.473661,125.264538,119.172183,108.452041,105.012639,104.690015,104.236179,0.8295,0.7893,-0.31557,-0.3373,-0.68194,-0.69032,-0.99654,241.7037,104.0501,253.2605,103.9622,1.88397,-0.3273,1.93455,-0.3399,1.95749,1.95942,1.97088,1.97239,0.54325,0.55028,0.51665,0.51712,0.05621,0.0323,0.04154,0.02872,0.22192,0.21745,0.20418,0.19758,1.96159,1.9678,0.5266,0.52208,0.03055,0.02109,0.17557,0.17943,45.32,49.07,40.180587,39.503386,40.857788,40.857788,39.503386,41.922779,41.34814,42.161674,42.833161,41.34814,41.566411,37.216925,40.22646,46.685042,42.137217,43.103702,38.534231,42.37943,46.54739,44.953758,40.258901,35.664281,40.14301,42.416669,42.811643,33.438478,28.387682,33.611502,37.204408,34.55032
136.0,MB-38,-0.31414,-0.16881,1.1848,-0.40852,1.98213,-0.31653,1.95123,-0.36978,1.80496,-0.32932,1.80385,-0.33354,95.68921,-0.19142,-0.03833,2.4104,-0.35442,-0.69266,-0.68654,-0.34508,-0.98363,1.11141,1.11132,-0.16083,-0.16763,-0.15299,-0.1754,323.3177,90.8135,328.6712,63.8508,1.90378,1.89729,0.54875,0.54263,0.26441,0.26773,0.16248,0.15359,1.96237,1.95606,1.95005,1.96334,0.70018,0.67623,0.66354,0.70181,0.05909,0.07319,0.07023,0.06714,0.07942,0.04209,0.04284,0.0843,1.9669,1.97069,0.66672,0.67041,0.04584,0.03418,0.03534,0.04055,2.278676,2.250901,2.251827,2.276946,4.572044,4.564888,4.525346,4.619808,1.874598,1.868,315.348887,316.040611,93.431436,93.386903,118.819707,125.682896,118.569063,125.403393,105.82101,104.728493,103.046411,108.337092,0.8072,0.8111,-0.34121,-0.70861,-0.70646,-0.32942,-1.01291,258.7583,103.2662,258.9581,102.6288,1.93155,-0.34473,1.91373,-0.3407,1.96089,1.95117,1.94403,1.96129,0.54987,0.51561,0.50932,0.5439,0.03647,0.05149,0.04277,0.05221,0.21035,0.18519,0.17817,0.2225,1.96431,1.96876,0.5285,0.53274,0.02864,0.02093,0.17221,0.17776,48.75,48.24,39.954853,39.841986,40.06772,40.06772,39.841986,41.725852,41.34814,42.536157,41.670971,41.34814,40.540264,40.133343,46.852652,37.183403,37.991657,42.148222,43.859785,47.383775,38.712681,38.636646,40.001104,41.659834,43.172716,38.090095,37.08177,33.458207,32.386503,37.386276,31.495306,32.564742
137.0,MB-39,-0.31279,-0.16796,1.2465,-0.42864,1.98074,-0.31499,1.95185,-0.36872,1.80805,-0.33452,1.80343,-0.32577,95.889213,-0.18842,-0.03897,2.3511,-0.35235,-0.34313,-0.90277,-0.34578,-0.96505,1.12438,1.11995,-0.16365,-0.16123,-0.14796,-0.18274,315.1635,104.9928,333.649,91.9962,1.89382,1.89776,0.53938,0.53899,0.2668,0.25971,0.20969,0.19279,1.96185,1.96027,1.97868,1.96407,0.69821,0.69892,0.6942,0.70086,0.05429,0.07256,0.03855,0.06654,0.08714,0.08598,0.06249,0.08548,1.96501,1.96587,0.66374,0.66264,0.04922,0.05154,0.03941,0.03654,2.284563,2.251511,2.250115,2.28124,4.58343,4.553248,4.493739,4.616224,1.875321,1.875531,319.720056,318.77399,93.519153,93.625471,117.623742,123.309192,118.460676,123.002162,105.063485,108.407662,104.807614,107.564066,0.82593,0.81151,-0.33906,-0.31527,-0.92053,-0.32321,-0.99063,233.5617,112.3658,269.8903,72.2913,1.88538,-0.33043,1.90272,-0.33282,1.95934,1.9577,1.98022,1.96229,0.55261,0.54517,0.54166,0.54446,0.03286,0.05528,0.01755,0.05067,0.21569,0.21957,0.19965,0.22205,1.9607,1.96177,0.52815,0.52542,0.03068,0.03345,0.17203,0.17068,45.45,46.76,40.632054,40.744921,40.519187,40.519187,40.744921,42.384427,42.14876,43.233471,42.006715,42.14876,42.180982,38.285906,47.955155,38.80736,43.675507,42.395723,36.445596,47.529638,40.58097,45.02669,38.576913,31.888777,43.240516,38.95336,40.225001,31.504603,22.30532,37.910109,32.757495,33.04549
138.0,MB-3,-0.33839,-0.20109,1.8809,-0.59209,1.97729,-0.34484,1.94055,-0.40129,1.84043,-0.35469,1.81323,-0.3641,92.819532,-0.20074,-0.03481,4.0414,-0.73638,-0.73169,-0.72721,-0.73889,-1.11128,1.71591,1.71232,-0.14383,-0.1585,-0.13524,-0.17138,144.5244,152.6148,148.1869,154.4374,1.9106,1.91146,0.60581,0.60557,0.23204,0.23043,0.1574,0.15921,1.97765,1.97711,1.97682,1.97777,0.92358,0.92876,0.9253,0.92657,0.10755,0.10386,0.10061,0.11226,0.04359,0.04538,0.04616,0.04459,1.96564,1.96554,0.68891,0.68803,0.10159,0.10223,0.01204,0.01204,2.346699,2.302771,2.307493,2.331695,4.551722,4.533575,4.459814,4.592632,1.868041,1.868669,311.492155,311.246718,96.513602,96.50662,124.741694,123.021863,122.32671,125.630404,105.770537,109.76125,108.3559,106.999445,1.34249,1.34505,-0.77192,-0.75969,-0.7588,-0.77193,-1.19036,52.3239,313.9729,53.4872,311.3819,1.9393,-0.38118,1.93935,-0.3816,1.97871,1.97742,1.977,1.97886,0.76659,0.76585,0.76754,0.76616,0.06173,0.06358,0.05605,0.06966,0.21141,0.21256,0.21151,0.21354,1.97735,1.97693,0.52159,0.52094,0.07803,0.07871,0.16793,0.16735,59.44,59.43,47.51693,47.51693,47.51693,47.51693,47.51693,45.015496,45.028409,45.002583,45.002583,45.028409,37.726274,37.835221,37.548421,37.894815,37.626639,32.807166,32.615915,32.44212,33.239712,32.930917,27.258089,27.030053,27.570874,27.05055,27.380877,20.597306,21.155154,21.082589,20.156923,19.994558
139.0,MB-40,-0.30942,-0.16462,1.0501,-0.35965,1.98244,-0.30953,1.957,-0.36302,1.81217,-0.32692,1.78492,-0.32397,98.252797,-0.18451,-0.03617,2.074,-0.34636,-0.341,-0.26012,-0.25552,-1.00054,1.1246,1.06277,-0.17068,-0.1682,-0.1542,-0.19179,317.0251,110.9511,282.6885,138.0251,1.88579,1.88922,0.53097,0.50878,0.29597,0.28678,0.2138,0.22094,1.95986,1.95679,1.94538,1.94454,0.69519,0.68964,0.64548,0.64467,0.05482,0.07072,0.0854,0.08637,0.0878,0.08524,0.02923,0.02706,1.96483,1.96966,0.66181,0.65829,0.04868,0.03596,0.04489,0.04215,2.309501,2.269202,2.229545,2.263381,4.608079,4.561944,4.527305,4.674605,1.873898,1.885341,318.806825,322.550818,95.040984,92.072976,120.515748,120.494564,118.814775,118.745045,106.149843,107.815244,105.766503,104.220459,0.83451,0.78302,-0.33118,-0.31219,-0.27317,-0.26979,-1.0218,239.4722,110.055,185.9021,103.6853,1.88756,-0.3271,1.93116,-0.33514,1.95936,1.9562,1.94453,1.94407,0.54852,0.53876,0.48667,0.48495,0.03287,0.05153,0.05741,0.06286,0.21999,0.21888,0.16576,0.16485,1.9616,1.96967,0.52731,0.52375,0.03028,0.02334,0.17804,0.17758,45.39,48.83,38.036117,34.424379,41.647856,41.647856,34.424379,41.561209,39.669421,42.91064,42.665289,40.999483,45.792052,44.647646,48.215882,41.384833,48.919845,48.241109,48.314816,49.050338,43.22047,52.37881,45.694909,46.76453,45.179118,41.107975,49.728012,38.724319,40.402286,38.633952,34.456438,41.404599
140.0,MB-41,-0.31118,-0.16581,1.2671,-0.41694,1.98043,-0.31284,1.95123,-0.36664,1.804,-0.33125,1.8007,-0.32552,95.937162,-0.18446,-0.03704,2.3192,-0.34281,-0.35302,-0.66546,-0.66929,-0.97042,1.1255,1.10662,-0.18157,-0.1518,-0.17047,-0.16032,314.3581,105.6541,327.7622,64.6667,1.89276,1.9016,0.53834,0.5344,0.27371,0.26342,0.1963,0.18732,1.95976,1.96191,1.97028,1.9702,0.69686,0.69783,0.67874,0.67282,0.07165,0.05611,0.05915,0.05124,0.08682,0.08776,0.06019,0.0605,1.96537,1.97073,0.66317,0.66019,0.04852,0.03598,0.04155,0.04217,2.280209,2.254598,2.246356,2.273849,4.620466,4.489437,4.568002,4.569789,1.873144,1.8739,319.849776,315.129805,93.435955,92.849125,121.435362,119.5398,125.417475,118.966013,108.533818,105.06955,104.71325,104.23441,0.82983,0.79097,-0.31493,-0.33735,-0.67938,-0.68729,-0.99642,240.8582,103.9922,253.3923,104.0352,1.88315,-0.32683,1.93469,-0.33938,1.95758,1.95919,1.9707,1.97218,0.54291,0.55006,0.51612,0.517,0.05595,0.03258,0.04177,0.02878,0.22185,0.21767,0.20488,0.19831,1.96176,1.96779,0.52673,0.52142,0.03036,0.02129,0.176,0.17971,45.27,49.05,40.23702,39.616253,40.857788,40.857788,39.616253,41.951834,41.361054,42.174587,42.91064,41.361054,41.580378,37.224374,39.950834,46.826579,42.319726,43.09478,38.504748,42.062876,46.656011,45.155484,40.352717,35.680836,40.061808,42.523099,43.145123,34.002789,28.844392,33.611048,37.227992,36.327725
141.0,MB-42,-0.30757,-0.16267,1.5977,-0.35099,1.98291,-0.30876,1.95769,-0.35938,1.80286,-0.32209,1.78668,-0.32241,98.651667,-0.17422,0.01785,1.7247,-0.46428,-0.47269,-0.26352,-0.25502,-1.01757,1.11192,1.07707,-0.18927,-0.15883,-0.15595,-0.1974,315.5385,91.2137,285.0763,137.742,1.8855,1.88488,0.51298,0.51045,0.29343,0.29063,0.20614,0.22597,1.95873,1.96019,1.94478,1.94329,0.65891,0.66189,0.6455,0.64295,0.06515,0.07013,0.08972,0.0836,0.05299,0.05421,0.0289,0.02875,1.97035,1.9706,0.65658,0.65905,0.0362,0.03588,0.04904,0.04857,2.30524,2.252517,2.232577,2.281063,4.670761,4.513123,4.487838,4.680861,1.876656,1.878355,321.853667,322.371521,94.771868,93.754363,116.940696,119.478681,121.223313,114.9522,102.176313,107.689441,105.022721,103.895083,0.81016,0.79301,-0.47812,-0.48257,-0.27632,-0.27116,-1.0375,227.1515,108.3136,190.2474,104.7196,1.92432,-0.31743,1.93048,-0.33063,1.96059,1.9602,1.94354,1.94406,0.49966,0.5023,0.48242,0.48198,0.04373,0.04774,0.06253,0.05876,0.19235,0.19405,0.17008,0.16883,1.96894,1.96997,0.51866,0.52108,0.02261,0.02266,0.18694,0.1867,46.33,48.87,37.923251,36.568849,39.277652,39.277652,36.568849,41.690341,40.973657,41.516012,41.709711,42.561983,45.8144,47.146901,44.066597,42.576728,49.467372,48.971976,50.668798,47.312395,45.327726,52.578983,46.768472,48.386995,45.261897,43.21923,50.205765,40.421448,40.918409,39.944215,38.777722,42.045444
142.0,MB-43,-0.31589,-0.17567,0.5779,-0.49053,1.97622,-0.31845,1.94656,-0.3735,1.81822,-0.33306,1.81047,-0.33631,94.89087,-0.18767,-0.03694,2.252,-0.38491,-0.78165,-0.78104,-0.38595,-1.04476,1.46637,1.44771,-0.16041,-0.16689,-0.14296,-0.18454,219.0106,194.5511,222.6997,235.8841,1.88912,1.89541,0.54599,0.54427,0.26443,0.25454,0.20129,0.23354,1.95722,1.97928,1.98079,1.96015,0.69902,0.93654,0.91744,0.69941,0.08471,0.09269,0.07803,0.09145,0.08771,0.07793,0.06607,0.09036,1.96671,1.959,0.67124,0.6646,0.07562,0.06619,0.04611,0.04457,2.310319,2.276579,2.260761,2.295058,4.569631,4.547463,4.442626,4.629489,1.864135,1.866927,324.849176,312.354784,94.775126,93.917721,119.620547,116.764062,121.285273,124.564727,107.988769,110.887618,101.302875,106.232797,1.13027,1.11151,-0.37745,-0.78142,-0.80285,-0.37178,-1.08437,128.0377,163.2107,121.2187,214.0687,1.88325,-0.32756,1.9252,-0.3551,1.95858,1.97603,1.98051,1.95924,0.54552,0.78676,0.77726,0.54082,0.06482,0.06497,0.03283,0.07351,0.22323,0.23134,0.22369,0.22892,1.96645,1.95453,0.52828,0.52554,0.05932,0.04684,0.18396,0.17941,49.22,52.4,42.776524,41.647856,43.905192,43.905192,41.647856,43.055914,42.91064,43.465909,43.465909,42.381198,41.700499,45.452175,39.403308,38.047527,43.898987,42.071411,47.999814,40.720626,34.67817,44.887034,39.697187,46.818927,40.408691,31.799691,39.761439,34.644428,40.248991,36.143589,29.503379,32.681754
143.0,MB-44,-0.31037,-0.16448,3.0303,-0.40464,1.98228,-0.31304,1.95188,-0.36587,1.80775,-0.328,1.7956,-0.32679,95.912561,-0.18673,-0.03413,4.1752,-0.35057,-0.66804,-0.65882,-0.3399,-0.98187,1.11961,1.10984,-0.1632,-0.16515,-0.14918,-0.17924,319.4722,78.3833,327.4463,56.8685,1.9032,1.89784,0.54211,0.53482,0.26402,0.26609,0.16533,0.15788,1.96236,1.96636,1.96344,1.96347,0.69534,0.67999,0.66912,0.69644,0.05934,0.06396,0.05759,0.06658,0.08475,0.05886,0.05997,0.08725,1.96766,1.97177,0.66312,0.66524,0.04484,0.03309,0.04102,0.04494,2.283768,2.253124,2.242372,2.267979,4.582844,4.565988,4.517178,4.624048,1.873306,1.868255,316.504963,316.00681,93.240332,92.824969,118.413642,125.311299,119.233964,125.144344,105.633539,105.678612,103.252794,107.95314,0.80434,0.81327,-0.33558,-0.67693,-0.67208,-0.32654,-1.0106,261.1949,92.2361,252.7142,102.0367,1.92764,-0.33333,1.9126,-0.33351,1.96105,1.96469,1.95947,1.96146,0.54485,0.51959,0.51356,0.53862,0.03721,0.04479,0.0333,0.05214,0.21667,0.20211,0.19576,0.22663,1.96517,1.96998,0.52489,0.52655,0.028,0.02039,0.1792,0.18258,47.27,47.7,39.164786,38.374718,39.954853,39.954853,38.374718,41.548295,40.960744,42.574897,41.696798,40.960744,40.611964,39.634237,47.120828,37.66761,38.025179,42.183912,42.953572,47.888089,38.967165,38.92682,39.49162,40.91719,43.78528,35.963073,37.300937,33.200485,33.197424,37.946392,28.930564,32.727561
144.0,MB-45,-0.30194,-0.15693,0.5793,-0.36855,1.98182,-0.30492,1.95371,-0.35731,1.80026,-0.32037,1.79138,-0.31863,96.337421,-0.16624,0.00413,1.9119,-1.16125,-1.15484,-1.16012,-1.157,-1.00038,1.14343,1.12955,-0.19065,-0.16122,-0.16902,-0.17524,321.9476,72.1547,330.8168,73.3936,1.89246,1.89505,0.52363,0.5226,0.28391,0.28282,0.19586,0.19681,1.97494,1.9747,1.97533,1.97451,0.6891,0.68311,0.68945,0.68586,0.0568,0.05377,0.05643,0.04947,0.07604,0.07311,0.07722,0.07428,1.97159,1.9708,0.66055,0.65334,0.05284,0.0509,0.04787,0.0436,2.290617,2.254706,2.244137,2.27225,4.620289,4.507219,4.559225,4.584806,1.871346,1.878952,323.916988,319.827866,93.833342,92.886552,122.714972,115.508802,120.695776,120.338228,110.931931,108.566259,108.005184,104.607992,0.83283,0.83804,-1.18298,-1.17234,-1.17583,-1.18289,-1.03004,265.0418,109.0553,254.8149,129.5122,1.91766,-0.3084,1.922,-0.31955,1.97637,1.97535,1.97457,1.97763,0.53109,0.53207,0.53288,0.53314,0.04419,0.03219,0.04252,0.03034,0.21888,0.21113,0.21693,0.21285,1.97319,1.97001,0.51914,0.51339,0.03616,0.03359,0.18774,0.18275,45.36,46.83,40.124153,39.277652,40.970655,40.970655,39.277652,41.819473,41.322314,42.316632,42.316632,41.322314,43.003203,39.831645,45.73525,39.93966,46.506257,46.84222,41.482527,51.812426,38.906648,55.167277,45.188184,37.873293,51.601179,34.796285,56.481978,40.350243,33.033244,46.162184,30.490725,51.714817
145.0,MB-46,-0.30878,-0.16696,0.902,-0.55752,1.97863,-0.31247,1.9421,-0.36941,1.81906,-0.32836,1.81266,-0.33121,93.642429,-0.16416,0.00796,2.6915,-1.14183,-1.12483,-1.127,-1.13116,-1.09131,1.79067,1.78745,-0.19127,-0.14678,-0.16482,-0.16516,196.561,158.8002,198.7732,156.605,1.90582,1.9054,0.55309,0.55372,0.25154,0.25058,0.19119,0.18962,1.98624,1.98599,1.98619,1.98533,0.97763,0.96973,0.97542,0.96719,0.11289,0.09564,0.10983,0.10784,0.09497,0.1059,0.10707,0.09472,1.96197,1.96283,0.65532,0.65798,0.09775,0.09221,0.0451,0.04695,2.301507,2.26893,2.278848,2.313351,4.607204,4.45365,4.541684,4.561901,1.870284,1.865177,316.796995,317.139598,95.513873,95.83627,125.380497,116.975522,119.852265,121.485887,107.17906,105.987724,108.662315,102.99051,1.39791,1.38236,-1.17761,-1.15085,-1.1482,-1.17113,-1.15645,85.2069,268.0955,96.3923,242.0834,1.93619,-0.34014,1.93427,-0.33647,1.98799,1.98695,1.98672,1.98787,0.83845,0.84089,0.83768,0.82893,0.07801,0.0635,0.08137,0.06866,0.27035,0.27127,0.27643,0.26884,1.97169,1.97196,0.49835,0.50142,0.07273,0.06813,0.20312,0.20487,57.83,57.21,44.018059,44.243792,43.792325,43.792325,44.243792,43.482051,43.530475,43.34969,43.34969,43.698347,42.438915,37.507449,42.625149,39.66031,49.962753,43.259652,34.079201,48.299299,37.260257,53.399851,42.709746,32.667686,49.542745,36.458957,52.169594,39.809629,31.760624,45.019729,35.562611,46.895551
146.0,MB-47,-0.30435,-0.1638,0.8657,-0.40531,1.97652,-0.31054,1.95412,-0.3601,1.83616,-0.32804,1.76299,-0.32001,97.138097,-0.15454,0.01738,2.0148,-0.76061,-0.75443,-0.74713,-0.74641,-1.07466,1.57565,1.46255,-0.17359,-0.17908,-0.20005,-0.15835,200.8937,148.2838,242.5707,129.2745,1.8771,1.88793,0.52406,0.50891,0.31003,0.29569,0.21339,0.22692,1.96926,1.97288,1.96926,1.97235,0.80637,0.82727,0.79362,0.81963,0.12548,0.07999,0.12713,0.07843,0.09486,0.10819,0.09809,0.10406,1.96155,1.95805,0.66156,0.64246,0.09195,0.0976,0.05887,0.04875,2.336783,2.320183,2.23122,2.228921,4.63506,4.579109,4.64439,4.488562,1.866713,1.892987,320.681729,320.004329,95.124088,90.990239,123.906561,115.09367,117.619621,124.754964,106.504703,107.540004,109.056896,103.754712,1.19364,1.19814,-0.7727,-0.75893,-0.75706,-0.75368,-1.1103,129.1105,144.1074,155.9549,144.3199,1.92433,-0.31859,1.91649,-0.32218,1.9707,1.97502,1.96804,1.97186,0.65181,0.67472,0.63774,0.67105,0.0912,0.05237,0.10645,0.05259,0.24916,0.25378,0.24204,0.24731,1.96671,1.96062,0.51235,0.49741,0.06872,0.07781,0.20104,0.19086,50.39,50.93,38.882619,34.311512,43.453725,43.453725,34.311512,43.982438,43.440083,43.401343,49.96126,39.127066,47.697221,48.647944,40.300954,54.417461,47.422527,50.220346,48.504128,45.607039,53.060021,53.710198,49.085097,46.903283,46.705402,51.371764,51.359938,43.748356,41.874008,42.400562,45.941766,44.777087
